code;text_long;text;version;year
1152;Repair of postoperative wound dehiscence of cornea;Rep cornea postop dehisc;32;2015
1153;Repair of corneal laceration or wound with conjunctival flap;Rx cornea lac w conj flp;32;2015
1159;Other repair of cornea;Corneal repair NEC;32;2015
1160;Corneal transplant, not otherwise specified;Corneal transplant NOS;32;2015
1161;Lamellar keratoplasty with autograft;Lam keratplast w autgrft;32;2015
1162;Other lamellar keratoplasty;Lamellar keratoplast NEC;32;2015
1163;Penetrating keratoplasty with autograft;Perf keratopl w autogrft;32;2015
1164;Other penetrating keratoplasty;Perforat keratoplast NEC;32;2015
1169;Other corneal transplant;Corneal transplant NEC;32;2015
1171;Keratomileusis;Keratomileusis;32;2015
1172;Keratophakia;Keratophakia;32;2015
1173;Keratoprosthesis;Keratoprosthesis;32;2015
1174;Thermokeratoplasty;Thermokeratoplasty;32;2015
1175;Radial keratotomy;Radial keratotomy;32;2015
1176;Epikeratophakia;Epikeratophakia;32;2015
1179;Other reconstructive and refractive surgery on cornea;Cornea reconstruct NEC;32;2015
1191;Tattooing of cornea;Corneal tattooing;32;2015
1192;Removal of artificial implant from cornea;Remove corneal implant;32;2015
1199;Other operations on cornea;Corneal operation NEC;32;2015
1200;Removal of intraocular foreign body from anterior segment of eye, not otherwise specified;Remov ant segmnt FB NOS;32;2015
1201;Removal of intraocular foreign body from anterior segment of eye with use of magnet;Magnet remov ant seg FB;32;2015
1202;Removal of intraocular foreign body from anterior segment of eye without use of magnet;Nonmag remov ant seg FB;32;2015
1211;Iridotomy with transfixion;Iridotomy w transfixion;32;2015
1212;Other iridotomy;Iridotomy NEC;32;2015
1213;Excision of prolapsed iris;Prolapsed iris excision;32;2015
1214;Other iridectomy;Iridectomy NEC;32;2015
1221;Diagnostic aspiration of anterior chamber of eye;Dx aspirat-ant chamber;32;2015
1222;Biopsy of iris;Iris biopsy;32;2015
1229;Other diagnostic procedures on iris, ciliary body, sclera, and anterior chamber;Ant segment dx proc NEC;32;2015
1231;Lysis of goniosynechiae;Goniosynechiae lysis;32;2015
1232;Lysis of other anterior synechiae;Ant synechia lysis NEC;32;2015
1233;Lysis of posterior synechiae;Post synechiae lysis;32;2015
1234;Lysis of corneovitreal adhesions;Corneovitreal adhesiolys;32;2015
1235;Coreoplasty;Coreoplasty;32;2015
1239;Other iridoplasty;Iridoplasty NEC;32;2015
1240;Removal of lesion of anterior segment of eye, not otherwise specified;Remov ant segmnt les NOS;32;2015
1241;Destruction of lesion of iris, nonexcisional;Nonexc destruc iris les;32;2015
1242;Excision of lesion of iris;Excision of iris lesion;32;2015
1243;Destruction of lesion of ciliary body, nonexcisional;Nonexc destr cil bod les;32;2015
1244;Excision of lesion of ciliary body;Excise ciliary body les;32;2015
1251;Goniopuncture without goniotomy;Goniopuncture;32;2015
1252;Goniotomy without goniopuncture;Goniotomy;32;2015
1253;Goniotomy with goniopuncture;Goniotomy w goniopunctur;32;2015
1254;Trabeculotomy ab externo;Trabeculotomy ab externo;32;2015
1255;Cyclodialysis;Cyclodialysis;32;2015
1259;Other facilitation of intraocular circulation;Facilit intraoc circ NEC;32;2015
1261;Trephination of sclera with iridectomy;Trephin sclera w iridect;32;2015
1262;Thermocauterization of sclera with iridectomy;Thermcaut scler w iridec;32;2015
1263;Iridencleisis and iridotasis;Iridencleisis/iridotasis;32;2015
1264;Trabeculectomy ab externo;Trabeculectom ab externo;32;2015
1265;Other scleral fistulization with iridectomy;Scler fistuliz w iridect;32;2015
1266;Postoperative revision of scleral fistulization procedure;Postop revis scl fistul;32;2015
1267;Insertion of aqueous drainage device;Insert aqueous drain dev;32;2015
1269;Other scleral fistulizing procedure;Scler fistulizing op NEC;32;2015
1271;Cyclodiathermy;Cyclodiathermy;32;2015
1272;Cyclocryotherapy;Cyclocryotherapy;32;2015
1273;Cyclophotocoagulation;Cyclophotocoagulation;32;2015
1274;Diminution of ciliary body, not otherwise specified;Cil body diminution NOS;32;2015
1279;Other glaucoma procedures;Glaucoma procedure NEC;32;2015
1281;Suture of laceration of sclera;Suture scleral lacer;32;2015
1282;Repair of scleral fistula;Scleral fistula repair;32;2015
1283;Revision of operative wound of anterior segment, not elsewhere classified;Revis ant seg op wnd NEC;32;2015
1284;Excision or destruction of lesion of sclera;Destruct scleral lesion;32;2015
1285;Repair of scleral staphyloma with graft;Repair staphylom w graft;32;2015
1286;Other repair of scleral staphyloma;Rep scler staphyloma NEC;32;2015
1287;Scleral reinforcement with graft;Graft reinforce sclera;32;2015
1288;Other scleral reinforcement;Sclera reinforcement NEC;32;2015
1289;Other operations on sclera;Scleral operation NEC;32;2015
1291;Therapeutic evacuation of anterior chamber;Therapeut evac ant chamb;32;2015
1292;Injection into anterior chamber;Anterior chamber inject;32;2015
1293;Removal or destruction of epithelial downgrowth from anterior chamber;Remov epithel downgrowth;32;2015
1297;Other operations on iris;Iris operation NEC;32;2015
1298;Other operations on ciliary body;Ciliary body op NEC;32;2015
1299;Other operations on anterior chamber;Anterior chamber op NEC;32;2015
1300;Removal of foreign body from lens, not otherwise specified;Remove FB lens NOS;32;2015
1301;Removal of foreign body from lens with use of magnet;Magnet remove FB lens;32;2015
1302;Removal of foreign body from lens without use of magnet;Nonmagnet remove FB lens;32;2015
1311;Intracapsular extraction of lens by temporal inferior route;Temp-inf intrcap lens ex;32;2015
1319;Other intracapsular extraction of lens;Intracapsul lens ext NEC;32;2015
132;Extracapsular extraction of lens by linear extraction technique;Linear extracap lens ext;32;2015
133;Extracapsular extraction of lens by simple aspiration (and irrigation) technique;Simpl aspir lens extract;32;2015
1341;Phacoemulsification and aspiration of cataract;Catarac phacoemuls/aspir;32;2015
1342;Mechanical phacofragmentation and aspiration of cataract by posterior route;Post catarac frag/aspir;32;2015
1343;Mechanical phacofragmentation and other aspiration of cataract;Cataract frag/aspir NEC;32;2015
1351;Extracapsular extraction of lens by temporal inferior route;Temp-inf xtracap lens ex;32;2015
1359;Other extracapsular extraction of lens;Extracap lens extrac NEC;32;2015
1364;Discission of secondary membrane [after cataract];After-catar discission;32;2015
1365;Excision of secondary membrane [after cataract];After-cataract excision;32;2015
1366;Mechanical fragmentation of secondary membrane [after cataract];After catar fragmntation;32;2015
1369;Other cataract extraction;Cataract extraction NEC;32;2015
1370;Insertion of pseudophakos, not otherwise specified;Insert pseudophakos NOS;32;2015
1371;Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage;Insert lens at catar ext;32;2015
1372;Secondary insertion of intraocular lens prosthesis;Secondary insert lens;32;2015
138;Removal of implanted lens;Implanted lens removal;32;2015
1390;Operation on lens, not elsewhere classified;Operation on lens NEC;32;2015
1391;Implantation of intraocular telescope prosthesis;Impl intraoc telesc pros;32;2015
1400;Removal of foreign body from posterior segment of eye, not otherwise specified;Remov post segmnt FB NOS;32;2015
1401;Removal of foreign body from posterior segment of eye with use of magnet;Magnet remov post seg FB;32;2015
1402;Removal of foreign body from posterior segment of eye without use of magnet;Nonmag remov post seg FB;32;2015
1411;Diagnostic aspiration of vitreous;Diagnost vitreous aspir;32;2015
1419;Other diagnostic procedures on retina, choroid, vitreous, and posterior chamber;Dx proc post seg NEC;32;2015
1421;Destruction of chorioretinal lesion by diathermy;Chorioret les diathermy;32;2015
1422;Destruction of chorioretinal lesion by cryotherapy;Chorioretin les cryother;32;2015
1423;Destruction of chorioretinal lesion by xenon arc photocoagulation;Chorioret les xenon coag;32;2015
1424;Destruction of chorioretinal lesion by laser photocoagulation;Chorioret les laser coag;32;2015
1425;Destruction of chorioretinal lesion by photocoagulation of unspecified type;Chorioret les p/coag NOS;32;2015
1426;Destruction of chorioretinal lesion by radiation therapy;Chorioret les radiother;32;2015
1427;Destruction of chorioretinal lesion by implantation of radiation source;Chorioret les rad implan;32;2015
1429;Other destruction of chorioretinal lesion;Chorioret les destr NEC;32;2015
1431;Repair of retinal tear by diathermy;Retinal tear diathermy;32;2015
1432;Repair of retinal tear by cryotherapy;Retinal tear cryotherapy;32;2015
1433;Repair of retinal tear by xenon arc photocoagulation;Retinal tear xenon coag;32;2015
1434;Repair of retinal tear by laser photocoagulation;Retinal tear laser coag;32;2015
1435;Repair of retinal tear by photocoagulation of unspecified type;Retina tear photocoa NOS;32;2015
1439;Other repair of retinal tear;Retinal tear repair NEC;32;2015
1441;Scleral buckling with implant;Scleral buckle w implant;32;2015
1449;Other scleral buckling;Scleral buckling NEC;32;2015
1451;Repair of retinal detachment with diathermy;Detach retina-diathermy;32;2015
1452;Repair of retinal detachment with cryotherapy;Detach retina-cryotherap;32;2015
1453;Repair of retinal detachment with xenon arc photocoagulation;Detach retina xenon coag;32;2015
1454;Repair of retinal detachment with laser photocoagulation;Detach retina laser coag;32;2015
1455;Repair of retinal detachment with photocoagulation of unspecified type;Detach ret photocoag NOS;32;2015
1459;Other repair of retinal detachment;Repair retina detach NEC;32;2015
146;Removal of surgically implanted material from posterior segment of eye;Remov pros mat post seg;32;2015
1471;Removal of vitreous, anterior approach;Anterior remov vitreous;32;2015
1472;Other removal of vitreous;Vitreous removal NEC;32;2015
1473;Mechanical vitrectomy by anterior approach;Anterior mechan vitrect;32;2015
1474;Other mechanical vitrectomy;Mech vitrectomy NEC;32;2015
1475;Injection of vitreous substitute;Vitreous substitut injec;32;2015
1479;Other operations on vitreous;Vitreous operation NEC;32;2015
1481;Implantation of epiretinal visual prosthesis;Imp epiretinal prosth;32;2015
1482;Removal of epiretinal visual prosthesis;Rem epiretinal prosth;32;2015
1483;Revision or replacement of epiretinal visual prosthesis;Rev/repl epiretinal pros;32;2015
149;Other operations on retina, choroid, and posterior chamber;Other post segment ops;32;2015
1501;Biopsy of extraocular muscle or tendon;Extraoc musc-tend biopsy;32;2015
1509;Other diagnostic procedures on extraocular muscles and tendons;Extraoc musc dx proc NEC;32;2015
1511;Recession of one extraocular muscle;One extraoc mus recess;32;2015
1512;Advancement of one extraocular muscle;1 extraoc muscl advance;32;2015
1513;Resection of one extraocular muscle;1 extraoc muscl resect;32;2015
1519;Other operations on one extraocular muscle involving temporary detachment from globe;Xtraoc mus op/detach NEC;32;2015
1521;Lengthening procedure on one extraocular muscle;Lengthen 1 extraoc musc;32;2015
1522;Shortening procedure on one extraocular muscle;Shorten 1 extraoc musc;32;2015
1529;Other operations on one extraocular muscle;Op on 1 extraoc musc NEC;32;2015
153;Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes;Temp detach >1 xtroc mus;32;2015
154;Other operations on two or more extraocular muscles, one or both eyes;Oth op on >l extraoc mus;32;2015
155;Transposition of extraocular muscles;Extraocul mus transposit;32;2015
156;Revision of extraocular muscle surgery;Revis extraoc musc surg;32;2015
157;Repair of injury of extraocular muscle;Extraoc musc inj repair;32;2015
159;Other operations on extraocular muscles and tendons;Oth extraoc mus-tend op;32;2015
1601;Orbitotomy with bone flap;Orbitotomy w bone flap;32;2015
1602;Orbitotomy with insertion of orbital implant;Orbitotomy w implant;32;2015
1609;Other orbitotomy;Orbitotomy NEC;32;2015
161;Removal of penetrating foreign body from eye, not otherwise specified;Remove penetrat FB eye;32;2015
1621;Ophthalmoscopy;Ophthalmoscopy;32;2015
1622;Diagnostic aspiration of orbit;Diagnostic asp of orbit;32;2015
1623;Biopsy of eyeball and orbit;Eyeball & orbit biopsy;32;2015
1629;Other diagnostic procedures on orbit and eyeball;Eyebal/orbit dx proc NEC;32;2015
1631;Removal of ocular contents with synchronous implant into scleral shell;Eye evisc w synch implan;32;2015
1639;Other evisceration of eyeball;Eyeball evisceration NEC;32;2015
1641;Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles;Eye enuc/implan/musc att;32;2015
1642;Enucleation of eyeball with other synchronous implant;Eye enuc w implant NEC;32;2015
1649;Other enucleation of eyeball;Eyeball enucleation NEC;32;2015
1651;Exenteration of orbit with removal of adjacent structures;Radical orbitomaxillect;32;2015
1652;Exenteration of orbit with therapeutic removal of orbital bone;Orbit exent w bone remov;32;2015
1659;Other exenteration of orbit;Orbital exenteration NEC;32;2015
1661;Secondary insertion of ocular implant;2ndry ocular imp insert;32;2015
1662;Revision and reinsertion of ocular implant;Revis/reinsert ocul imp;32;2015
1663;Revision of enucleation socket with graft;Revis enuc socket w grft;32;2015
1664;Other revision of enucleation socket;Enuc socket revis NEC;32;2015
1665;Secondary graft to exenteration cavity;2ndry exent cavity graft;32;2015
1666;Other revision of exenteration cavity;Revis exenter cavity NEC;32;2015
1669;Other secondary procedures after removal of eyeball;2nd op post eye rem NEC;32;2015
1671;Removal of ocular implant;Remove ocular implant;32;2015
1672;Removal of orbital implant;Remove orbital implant;32;2015
1681;Repair of wound of orbit;Repair of orbital wound;32;2015
1682;Repair of rupture of eyeball;Repair eyeball rupture;32;2015
1689;Other repair of injury of eyeball or orbit;Eye/orbit inj repair NEC;32;2015
1691;Retrobulbar injection of therapeutic agent;Retrobulbar injection;32;2015
1692;Excision of lesion of orbit;Excision orbital lesion;32;2015
1693;Excision of lesion of eye, unspecified structure;Excision eye lesion NOS;32;2015
1698;Other operations on orbit;Operation on orbit NEC;32;2015
1699;Other operations on eyeball;Operation on eyeball NEC;32;2015
1711;Laparoscopic repair of direct inguinal hernia with graft or prosthesis;Lap dir ing hern-graft;32;2015
1712;Laparoscopic repair of indirect inguinal hernia with graft or prosthesis;Lap indir ing hern-graft;32;2015
1713;Laparoscopic repair of inguinal hernia with graft or prosthesis, not otherwise specified;Lap ing hern-graft NOS;32;2015
1721;Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis;Lap bil dir ing hrn-grft;32;2015
