"applno","productno","form","strength","referencedrug","drugname","activeingredient","referencestandard","tecode"
6536,5,"TABLET;ORAL","50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"URECHOLINE","BETHANECHOL CHLORIDE","0",
6580,1,"INJECTABLE;INJECTION","900MG/100ML",0,"AMMONIUM CHLORIDE 0.9% IN NORMAL SALINE","AMMONIUM CHLORIDE","0",
6620,1,"TABLET;ORAL","100MG;1MG",0,"CAFERGOT","CAFFEINE; ERGOTAMINE TARTRATE","0",
6632,3,"INJECTABLE;INJECTION","2MG/ML",0,"METUBINE IODIDE","METOCURINE IODIDE","0",
6668,10,"INJECTABLE;INJECTION","1MG/ML",0,"REDISOL","CYANOCOBALAMIN","0",
6695,1,"INJECTABLE;INJECTION","10MG/VIAL",1,"MUSTARGEN","MECHLORETHAMINE HYDROCHLORIDE","1",
6772,1,"INJECTABLE;INJECTION","20MG/ML",0,"VASOXYL","METHOXAMINE HYDROCHLORIDE","0",
6772,2,"INJECTABLE;INJECTION","10MG/ML",0,"VASOXYL","METHOXAMINE HYDROCHLORIDE","0",
6773,3,"TABLET;ORAL","5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ARTANE","TRIHEXYPHENIDYL HYDROCHLORIDE","0",
6773,5,"TABLET;ORAL","2MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ARTANE","TRIHEXYPHENIDYL HYDROCHLORIDE","0",
6773,9,"ELIXIR;ORAL","2MG/5ML",0,"ARTANE","TRIHEXYPHENIDYL HYDROCHLORIDE","0",
6773,10,"CAPSULE, EXTENDED RELEASE;ORAL","5MG",0,"ARTANE","TRIHEXYPHENIDYL HYDROCHLORIDE","0",
6798,1,"INJECTABLE;INJECTION","1MG/ML",0,"BERUBIGEN","CYANOCOBALAMIN","0",
6799,2,"INJECTABLE;INJECTION","0.1MG/ML",0,"RUBRAMIN PC","CYANOCOBALAMIN","0",
6799,4,"INJECTABLE;INJECTION","1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"RUBRAMIN PC","CYANOCOBALAMIN","0",
6799,10,"INJECTABLE;INJECTION","1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"RUBRAMIN PC","CYANOCOBALAMIN","0",
6800,1,"CAPSULE;ORAL","300MG",0,"PARADIONE","PARAMETHADIONE","0",
6800,2,"SOLUTION;ORAL","300MG/ML",0,"PARADIONE","PARAMETHADIONE","0",
6800,3,"CAPSULE;ORAL","150MG",0,"PARADIONE","PARAMETHADIONE","0",
6811,1,"TABLET;ORAL","500MG",0,"PARASAL","AMINOSALICYLIC ACID","0",
6811,2,"TABLET;ORAL","1GM",0,"PARASAL","AMINOSALICYLIC ACID","0",
6811,6,"TABLET;ORAL","500MG",0,"PARASAL SODIUM","AMINOSALICYLATE SODIUM","0",
6811,11,"TABLET;ORAL","1GM",0,"PARASAL SODIUM","AMINOSALICYLATE SODIUM","0",
6823,1,"INJECTABLE;INJECTION","EQ 50,000 UNITS BASE/ML",1,"AQUASOL A","VITAMIN A PALMITATE","1",
6882,1,"EMULSION;TOPICAL","3%",0,"PHISOHEX","HEXACHLOROPHENE","0",
6904,1,"TABLET;ORAL","167MG;167MG;167MG",0,"TERFONYL","TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)","0",
6904,2,"SUSPENSION;ORAL","167MG/5ML;167MG/5ML;167MG/5ML",0,"TERFONYL","TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)","0",
6905,2,"POWDER;INHALATION","25%",0,"NORISODRINE","ISOPROTERENOL SULFATE","0",
6905,3,"POWDER;INHALATION","10%",0,"NORISODRINE","ISOPROTERENOL SULFATE","0",
6917,1,"INJECTABLE;INJECTION","EQ 400MG BASE/ML",0,"GANTRISIN","SULFISOXAZOLE DIOLAMINE","0",
6920,2,"TABLET;ORAL","167MG;167MG;167MG",0,"TRIPLE SULFAS","TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)","0",
6920,3,"SUSPENSION;ORAL","167MG/5ML;167MG/5ML;167MG/5ML",0,"TRIPLE SULFAS","TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)","0",
6921,2,"TABLET;ORAL","4MG",0,"CHLOR-TRIMETON","CHLORPHENIRAMINE MALEATE","0",
6921,6,"SYRUP;ORAL","2MG/5ML",0,"CHLOR-TRIMETON","CHLORPHENIRAMINE MALEATE","0",
6927,1,"CREAM;TOPICAL","10%",1,"EURAX","CROTAMITON","1",
6931,2,"INJECTABLE;INJECTION","1MG/ML",0,"SYNCURINE","DECAMETHONIUM BROMIDE","0",
7012,2,"INJECTABLE;INJECTION","1MG/ML",0,"VI-TWEL","CYANOCOBALAMIN","0",
7073,1,"TABLET;ORAL","500MG",1,"AZULFIDINE","SULFASALAZINE","1",
7073,2,"TABLET, DELAYED RELEASE;ORAL","500MG",1,"AZULFIDINE EN-TABS","SULFASALAZINE","1",
7085,2,"INJECTABLE;INJECTION","1MG/ML",0,"CYANOCOBALAMIN","CYANOCOBALAMIN","0",
7110,2,"INJECTABLE;INJECTION","25MG/ML",0,"CORTONE","CORTISONE ACETATE","0",
7110,3,"INJECTABLE;INJECTION","50MG/ML",0,"CORTONE","CORTISONE ACETATE","0",
7245,1,"SOLUTION;INHALATION","0.25%",0,"AEROLONE","ISOPROTERENOL HYDROCHLORIDE","0",
7320,2,"TABLET;ORAL","500MG",0,"TEEBACIN","AMINOSALICYLATE SODIUM","0",
7335,1,"CAPSULE;ORAL","250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PRONESTYL","PROCAINAMIDE HYDROCHLORIDE","0",
7335,2,"INJECTABLE;INJECTION","100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PRONESTYL","PROCAINAMIDE HYDROCHLORIDE","0",
7335,3,"CAPSULE;ORAL","500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PRONESTYL","PROCAINAMIDE HYDROCHLORIDE","0",
7335,4,"CAPSULE;ORAL","375MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PRONESTYL","PROCAINAMIDE HYDROCHLORIDE","0",
7335,5,"INJECTABLE;INJECTION","500MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PRONESTYL","PROCAINAMIDE HYDROCHLORIDE","0",
7336,2,"TABLET;ORAL","2MG",0,"VERILOID","ALKAVERVIR","0",
7336,3,"TABLET;ORAL","3MG",0,"VERILOID","ALKAVERVIR","0",
7337,5,"TABLET;ORAL","325MG;2.25MG;0.19MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",0,"PERCODAN-DEMI","ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE","0",
7337,6,"TABLET;ORAL","325MG;4.5MG;0.38MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",0,"PERCODAN","ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE","0",
7337,7,"TABLET;ORAL","325MG;4.8355MG",1,"PERCODAN","ASPIRIN; OXYCODONE HYDROCHLORIDE","1",
7390,1,"TABLET;ORAL","50MG",0,"BANTHINE","METHANTHELINE BROMIDE","0",
7392,2,"INJECTABLE;INJECTION","50MG/ML",0,"SECONAL SODIUM","SECOBARBITAL SODIUM","0",
7409,1,"TABLET;ORAL","20MG",1,"BENTYL","DICYCLOMINE HYDROCHLORIDE","1",
7409,3,"CAPSULE;ORAL","10MG",1,"BENTYL","DICYCLOMINE HYDROCHLORIDE","1",
7413,1,"INJECTABLE;INJECTION","50MG/VIAL",0,"PROTAMINE SULFATE","PROTAMINE SULFATE","0",
7413,2,"INJECTABLE;INJECTION","250MG/VIAL",0,"PROTAMINE SULFATE","PROTAMINE SULFATE","0",
7504,2,"INJECTABLE;INJECTION","25 UNITS/VIAL",0,"ACTHAR","CORTICOTROPIN","0",
7504,3,"INJECTABLE;INJECTION","40 UNITS/VIAL",0,"ACTHAR","CORTICOTROPIN","0",
7513,1,"INJECTABLE;INJECTION","EQ 1MG BASE/ML",1,"LEVOPHED","NOREPINEPHRINE BITARTRATE","1",
7517,2,"TABLET;ORAL","5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TAPAZOLE","METHIMAZOLE","0",
7517,4,"TABLET;ORAL","10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TAPAZOLE","METHIMAZOLE","0",
7529,2,"INJECTABLE;INJECTION","80MG/ML",1,"QUINIDINE GLUCONATE","QUINIDINE GLUCONATE","0",
7600,3,"INJECTABLE;INJECTION","1GM/VIAL",0,"SURITAL","THIAMYLAL SODIUM","0",
7600,5,"INJECTABLE;INJECTION","5GM/VIAL",0,"SURITAL","THIAMYLAL SODIUM","0",
7600,9,"INJECTABLE;INJECTION","10GM/VIAL",0,"SURITAL","THIAMYLAL SODIUM","0",
7638,1,"TABLET, EXTENDED RELEASE;ORAL","8MG",0,"CHLOR-TRIMETON","CHLORPHENIRAMINE MALEATE","0",
7638,2,"TABLET, EXTENDED RELEASE;ORAL","12MG",1,"CHLOR-TRIMETON","CHLORPHENIRAMINE MALEATE","1",
7707,1,"TABLET;ORAL","500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PHENURONE","PHENACEMIDE","0",
7750,3,"TABLET;ORAL","25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"CORTONE","CORTISONE ACETATE","0",
7757,2,"SOLUTION/DROPS;OPHTHALMIC","EQ 4% BASE",0,"GANTRISIN","SULFISOXAZOLE DIOLAMINE","0",
7794,1,"TABLET;ORAL","200MG",0,"NEOTHYLLINE","DYPHYLLINE","0",
7794,2,"TABLET;ORAL","400MG",0,"NEOTHYLLINE","DYPHYLLINE","0",
7794,3,"ELIXIR;ORAL","160MG/15ML",0,"NEOTHYLLINE","DYPHYLLINE","0",
7842,1,"INJECTABLE;INJECTION","20MG/ML",0,"FLAXEDIL","GALLAMINE TRIETHIODIDE","0",
7842,2,"INJECTABLE;INJECTION","100MG/ML",0,"FLAXEDIL","GALLAMINE TRIETHIODIDE","0",
7865,2,"INJECTABLE;INJECTION","2MEQ/ML",0,"POTASSIUM CHLORIDE","POTASSIUM CHLORIDE","0",
7883,2,"TABLET;ORAL","500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ANTABUSE","DISULFIRAM","0",
7883,3,"TABLET;ORAL","250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ANTABUSE","DISULFIRAM","0",
7898,4,"TABLET;ORAL","500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"BENEMID","PROBENECID","0",
7935,2,"TABLET;ORAL","12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PHENERGAN","PROMETHAZINE HYDROCHLORIDE","0",
7935,3,"TABLET;ORAL","25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PHENERGAN","PROMETHAZINE HYDROCHLORIDE","0",
7935,4,"TABLET;ORAL","50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PHENERGAN","PROMETHAZINE HYDROCHLORIDE","0",
7936,1,"LOTION/SHAMPOO;TOPICAL","2.5%",1,"SELSUN","SELENIUM SULFIDE","1",
7942,1,"INJECTABLE;INJECTION","5MG/ML",0,"SUS-PHRINE SULFITE FREE","EPINEPHRINE","0",
7942,3,"INJECTABLE;INJECTION","1.5MG/AMP",0,"SUS-PHRINE SULFITE FREE","EPINEPHRINE","0",
7953,1,"SOLUTION/DROPS;OPHTHALMIC","0.12%;0.1%",0,"PREFRIN-A","PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE","0",
7959,1,"INJECTABLE;INJECTION","10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TENSILON","EDROPHONIUM CHLORIDE","0",
7959,2,"INJECTABLE;INJECTION","10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TENSILON PRESERVATIVE FREE","EDROPHONIUM CHLORIDE","0",
7961,2,"SYRUP;ORAL","10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"BENTYL","DICYCLOMINE HYDROCHLORIDE","0",
7984,1,"CAPSULE;ORAL","25MG",0,"AMBODRYL","BROMODIPHENHYDRAMINE HYDROCHLORIDE","0",
8032,1,"TABLET;ORAL","500MG",0,"TELEPAQUE","IOPANOIC ACID","0",
8041,1,"INJECTABLE;INJECTION","0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",0,"EVANS BLUE","EVANS BLUE","0",
8048,1,"OINTMENT;TOPICAL","5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"XYLOCAINE","LIDOCAINE","0",
8085,2,"TABLET;ORAL","EQ 2.5MG BASE",1,"METHOTREXATE SODIUM","METHOTREXATE SODIUM","1",
8102,4,"CAPSULE;ORAL","12MG",0,"TACE","CHLOROTRIANISENE","0",
8107,1,"INJECTABLE;INJECTION","EQ 3MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM","0",
8107,2,"INJECTABLE;INJECTION","EQ 50MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM","0",
8107,3,"FOR SOLUTION;ORAL","EQ 60MG BASE/VIAL",0,"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM","0",
8107,4,"INJECTABLE;INJECTION","EQ 100MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM","0",
8107,5,"INJECTABLE;INJECTION","EQ 350MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM","0",
8114,4,"TABLET;ORAL","100MG",0,"PRANTAL","DIPHEMANIL METHYLSULFATE","0",
8126,1,"TABLET;ORAL","25MG",0,"CORTISONE ACETATE","CORTISONE ACETATE","0",
8126,2,"INJECTABLE;INJECTION","25MG/ML",0,"CORTISONE ACETATE","CORTISONE ACETATE","0",
8126,3,"TABLET;ORAL","5MG",0,"CORTISONE ACETATE","CORTISONE ACETATE","0",
8126,4,"TABLET;ORAL","10MG",0,"CORTISONE ACETATE","CORTISONE ACETATE","0",
8173,3,"CREAM;TOPICAL","20%",0,"BENOQUIN","MONOBENZONE","0",
8228,1,"INJECTABLE;INJECTION","25MG/ML",0,"HYDROCORTONE","HYDROCORTISONE ACETATE","0",
8228,4,"INJECTABLE;INJECTION","50MG/ML",0,"HYDROCORTONE","HYDROCORTISONE ACETATE","0",
8248,1,"INJECTABLE;INJECTION","EQ 30MG BASE/ML",0,"WYAMINE SULFATE","MEPHENTERMINE SULFATE","0",
8248,2,"INJECTABLE;INJECTION","EQ 15MG BASE/ML",0,"WYAMINE SULFATE","MEPHENTERMINE SULFATE","0",
8278,3,"INJECTABLE;INJECTION","5MG/VIAL",1,"REGITINE","PHENTOLAMINE MESYLATE","0",
8284,1,"TABLET;ORAL","25MG",0,"CORTISONE ACETATE","CORTISONE ACETATE","0",
8284,2,"TABLET;ORAL","5MG",0,"CORTISONE ACETATE","CORTISONE ACETATE","0",
8303,1,"TABLET;ORAL","25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"APRESOLINE","HYDRALAZINE HYDROCHLORIDE","0",
8303,2,"TABLET;ORAL","50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"APRESOLINE","HYDRALAZINE HYDROCHLORIDE","0",
8303,3,"INJECTABLE;INJECTION","20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"APRESOLINE","HYDRALAZINE HYDROCHLORIDE","0",
8303,4,"TABLET;ORAL","10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"APRESOLINE","HYDRALAZINE HYDROCHLORIDE","0",
8303,5,"TABLET;ORAL","100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"APRESOLINE","HYDRALAZINE HYDROCHLORIDE","0",
8306,4,"SYRUP;ORAL","10MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PHENERGAN W/ CODEINE","CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE","0",
8306,5,"SYRUP;ORAL","10MG/5ML;5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PHENERGAN VC W/ CODEINE","CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE","0",
8316,1,"TABLET;ORAL","EQ 15MG BASE",1,"PRIMAQUINE","PRIMAQUINE PHOSPHATE","1",
8317,2,"INJECTABLE;INJECTION","25 UNITS/VIAL",0,"ACTH","CORTICOTROPIN","0",
8317,4,"INJECTABLE;INJECTION","40 UNITS/VIAL",0,"ACTH","CORTICOTROPIN","0",
8319,8,"TABLET;ORAL","100MG",0,"BUTAZOLIDIN","PHENYLBUTAZONE","0",
8319,9,"CAPSULE;ORAL","100MG",0,"BUTAZOLIDIN","PHENYLBUTAZONE","0",
8322,1,"TABLET;ORAL","100MG",0,"GEMONIL","METHARBITAL","0",
8370,1,"INJECTABLE;INJECTION","10MG/ML",1,"BENTYL","DICYCLOMINE HYDROCHLORIDE","1",
8370,2,"INJECTABLE;INJECTION","10MG/ML",1,"BENTYL PRESERVATIVE FREE","DICYCLOMINE HYDROCHLORIDE","1",
8372,6,"INJECTABLE;INJECTION","40 UNITS/ML",0,"H.P. ACTHAR GEL","CORTICOTROPIN","0",
8372,8,"INJECTABLE;INJECTION","80 UNITS/ML",1,"H.P. ACTHAR GEL","CORTICOTROPIN","1",
8378,3,"SUSPENSION;ORAL","15MG/5ML;3.75MG/5ML;600MG/5ML",0,"TPN","NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE","0",
8381,3,"SYRUP;ORAL","25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PROMETHAZINE HYDROCHLORIDE PLAIN","PROMETHAZINE HYDROCHLORIDE","0",
8381,4,"SYRUP;ORAL","6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PROMETHAZINE HYDROCHLORIDE PLAIN","PROMETHAZINE HYDROCHLORIDE","0",
8392,3,"TABLET;ORAL","100MG",0,"NYDRAZID","ISONIAZID","0",
8402,1,"EMULSION;TOPICAL","3%",0,"PHISOHEX","HEXACHLOROPHENE","0",
8414,2,"OINTMENT;OPHTHALMIC","EQ 4% BASE",0,"GANTRISIN","SULFISOXAZOLE DIOLAMINE","0",
8420,1,"SYRUP;ORAL","50MG/5ML",0,"RIMIFON","ISONIAZID","0",
8420,2,"INJECTABLE;INJECTION","25MG/ML",0,"RIMIFON","ISONIAZID","0",
8420,3,"INJECTABLE;INJECTION","100MG/ML",0,"RIMIFON","ISONIAZID","0",
8428,1,"TABLET;ORAL","50MG",0,"ISONIAZID","ISONIAZID","0",
8428,2,"TABLET;ORAL","100MG",0,"ISONIAZID","ISONIAZID","0",
8428,3,"TABLET;ORAL","300MG",0,"ISONIAZID","ISONIAZID","0",
8453,1,"INJECTABLE;INJECTION","500MG/VIAL",0,"ANECTINE","SUCCINYLCHOLINE CHLORIDE","0",
8453,2,"INJECTABLE;INJECTION","20MG/ML",1,"ANECTINE","SUCCINYLCHOLINE CHLORIDE","1",
8453,3,"INJECTABLE;INJECTION","50MG/ML",0,"ANECTINE","SUCCINYLCHOLINE CHLORIDE","0",
8453,4,"INJECTABLE;INJECTION","1GM/VIAL",0,"ANECTINE","SUCCINYLCHOLINE CHLORIDE","0",
8472,1,"SOLUTION;TOPICAL","5%",0,"CYCLAINE","HEXYLCAINE HYDROCHLORIDE","0",
8492,2,"TABLET;ORAL","5MG",0,"ANTRENYL","OXYPHENONIUM BROMIDE","0",
8499,2,"TABLET;ORAL","100MG",0,"ISONIAZID","ISONIAZID","0",
8499,3,"TABLET;ORAL","300MG",0,"ISONIAZID","ISONIAZID","0",
8506,7,"TABLET;ORAL","10MG",0,"HYDROCORTONE","HYDROCORTISONE","0",
8506,11,"TABLET;ORAL","20MG",0,"HYDROCORTONE","HYDROCORTISONE","0",
8565,1,"TABLET;ORAL","250MG",0,"THIOSULFIL","SULFAMETHIZOLE","0",
8565,4,"TABLET;ORAL","500MG",0,"THIOSULFIL","SULFAMETHIZOLE","0",
8578,1,"TABLET;ORAL","25MG",1,"DARAPRIM","PYRIMETHAMINE","1",
8592,3,"INJECTABLE;INJECTION","EQ 0.033MG BASE/ML;2%;0.4%",0,"RAVOCAINE AND NOVOCAIN W/ LEVOPHED","NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE","0",
8592,7,"INJECTABLE;INJECTION","0.05MG/ML;2%;0.4%",0,"RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN","LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE","0",
8604,3,"SYRUP;ORAL","5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PHENERGAN VC","PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE","0",
8662,1,"INJECTABLE;INJECTION","100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",0,"NYDRAZID","ISONIAZID","0",
8678,2,"TABLET;ORAL","100MG",1,"ISONIAZID","ISONIAZID","1",
8678,3,"TABLET;ORAL","300MG",1,"ISONIAZID","ISONIAZID","1",
8682,1,"INJECTABLE;INJECTION","10 IU/VIAL",0,"THYTROPAR","THYROTROPIN","0",
8693,1,"TABLET;ORAL","50MG",0,"FURADANTIN","NITROFURANTOIN","0",
8693,2,"TABLET;ORAL","100MG",0,"FURADANTIN","NITROFURANTOIN","0",
8697,1,"TABLET;ORAL","10MG",1,"CORTEF","HYDROCORTISONE","0",
8697,2,"TABLET;ORAL","20MG",1,"CORTEF","HYDROCORTISONE","1",
8697,3,"TABLET;ORAL","5MG",1,"CORTEF","HYDROCORTISONE","0",
8708,1,"CAPSULE;ORAL","10MG",1,"DIBENZYLINE","PHENOXYBENZAMINE HYDROCHLORIDE","1",
8719,1,"INJECTABLE;INJECTION","2MG/ML",0,"LEVO-DROMORAN","LEVORPHANOL TARTRATE","0",
8720,1,"TABLET;ORAL","2MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"LEVO-DROMORAN","LEVORPHANOL TARTRATE","0",
8732,2,"TABLET;ORAL","15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PRO-BANTHINE","PROPANTHELINE BROMIDE","0",
8732,3,"TABLET;ORAL","7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"PRO-BANTHINE","PROPANTHELINE BROMIDE","0",
8762,1,"SUSPENSION;ORAL","125MG/5ML",1,"DILANTIN-125","PHENYTOIN","1",
8762,2,"SUSPENSION;ORAL","30MG/5ML",0,"DILANTIN-30","PHENYTOIN","0",
8767,2,"TABLET;ORAL","50MG",0,"HEDULIN","PHENINDIONE","0",
8794,1,"INJECTABLE;INJECTION","100MG/ML",0,"CHLOR-TRIMETON","CHLORPHENIRAMINE MALEATE","0",
8809,4,"INJECTABLE;INJECTION","10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML",0,"M.V.I.-12 ADULT","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E","0",
8809,5,"INJECTABLE;INJECTION","20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML",0,"M.V.I.-12 ADULT","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E","0",
8809,6,"INJECTABLE;INJECTION","20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML",1,"M.V.I.-12 ADULT","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E","0",
8814,1,"INJECTABLE;INJECTION","260CSR UNIT/ML",0,"UNITENSEN","CRYPTENAMINE ACETATES","0",
8816,1,"JELLY;TOPICAL","2%",1,"XYLOCAINE","LIDOCAINE HYDROCHLORIDE","1",
8822,1,"INJECTABLE;INJECTION","25MG/ML",0,"PERCORTEN","DESOXYCORTICOSTERONE PIVALATE","0",
8826,1,"INJECTABLE;INJECTION","10MG/ML",0,"CHLOR-TRIMETON","CHLORPHENIRAMINE MALEATE","0",
8842,1,"TABLET;ORAL","50MG",0,"RAUDIXIN","RAUWOLFIA SERPENTINA ROOT","0",
8842,2,"TABLET;ORAL","100MG",0,"RAUDIXIN","RAUWOLFIA SERPENTINA ROOT","0",
8843,1,"INJECTABLE;INJECTION","30MG/VIAL",0,"PRO-BANTHINE","PROPANTHELINE BROMIDE","0",
8845,1,"INJECTABLE;INJECTION","20MG/ML",1,"QUELICIN PRESERVATIVE FREE","SUCCINYLCHOLINE CHLORIDE","1",
8845,2,"INJECTABLE;INJECTION","50MG/ML",0,"QUELICIN PRESERVATIVE FREE","SUCCINYLCHOLINE CHLORIDE","0",
8845,4,"INJECTABLE;INJECTION","100MG/ML",0,"QUELICIN PRESERVATIVE FREE","SUCCINYLCHOLINE CHLORIDE","0",
8845,6,"INJECTABLE;INJECTION","20MG/ML",1,"QUELICIN","SUCCINYLCHOLINE CHLORIDE","1",
8847,1,"INJECTABLE;INJECTION","20MG/ML",0,"SUCOSTRIN","SUCCINYLCHOLINE CHLORIDE","0",
8847,3,"INJECTABLE;INJECTION","100MG/ML",0,"SUCOSTRIN","SUCCINYLCHOLINE CHLORIDE","0",
8848,1,"TABLET;ORAL","2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",0,"PAMINE","METHSCOPOLAMINE BROMIDE","0",
