"revpanstr","revpan","medspecstr","medspec","prodcode","devname","devclassstr","devclass","unclass","gmpexempt","thirdpartystr","thirdparty","revcode3str","revcode3","regnum","typeid","def","physstate","techmeth","targetarea","implant","lifesust"
"CH",6772,"CH",6772,"CEI","Uranyl Acetate/Zinc Acetate, Sodium","2",2,,"N","Y",89,,,862.16650390625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CEJ","Tetraphenyl Borate, Colorimetry, Potassium","2",2,,"N","Y",89,,,862.159973144531,1,,,,,"N","N"
"CH",6772,"CH",6772,"CEK","Biuret (Colorimetric), Total Protein","2",2,,"N","N",78,,,862.163513183594,4,,,,,"N","N"
"CH",6772,"CH",6772,"CEL","Ammonium Molybdate And Ammonium Vanadate, Phospholipids","1",1,,"N","N",78,,,862.157470703125,4,,,,,"N","N"
"CH",6772,"CH",6772,"CEM","Electrode, Ion Specific, Potassium","2",2,,"N","Y",89,,,862.159973144531,1,,,,,"N","N"
"CH",6772,"CH",6772,"CEN","Dye-Indicator, Ph (Urinary, Non-Quantitative)","1",1,,"N","N",78,,,862.155029296875,4,,,,,"N","N"
"CH",6772,"CH",6772,"CEO","Phosphomolybdate (Colorimetric), Inorganic Phosphorus","1",1,,"N","Y",89,,,862.158020019531,4,,,,,"N","N"
"CH",6772,"CH",6772,"CEP","Radioimmunoassay, Luteinizing Hormone","1",1,,"N","N",78,,,862.148498535156,4,,,,,"N","N"
"CH",6772,"CH",6772,"CEQ","Molybdenum Blue Method, Phospholipids","1",1,,"N","N",78,,,862.157470703125,4,,,,,"N","N"
"CH",6772,"CH",6772,"CER","2,4-Dinitrophenylhydrazine, Lactate Dehydrogenase","2",2,,"N","N",78,,,862.143981933594,4,,,,,"N","N"
"CH",6772,"CH",6772,"CES","Chromogenesis, Phenylketones (Urinary, Non-Quant.)","1",1,,"N","N",78,,,862.156005859375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CET","Olive Oil Emulsion (Turbidimetric), Lipase","1",1,,"N","N",78,,,862.146484375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CEW","Radioimmunoassay, Parathyroid Hormone","2",2,,"N","P",80,,,862.154479980469,1,,,,,"N","N"
"CH",6772,"CH",6772,"CEX","Chromatographic Separation, Lactate Dehydrogenase Isoenzymes","2",2,,"N","P",80,,,862.144470214844,4,,,,,"N","N"
"CH",6772,"CH",6772,"CFA","Electrode, Ion Specific, Magnesium","1",1,,"N","Y",89,,,862.149475097656,1,,,,,"N","N"
"CH",6772,"CH",6772,"CFB","Chromatographic Derivative, Total Lipids","1",1,,"N","N",78,,,862.14697265625,4,,,,,"N","N"
"CH",6772,"CH",6772,"CFD","Sulfophosphovanillin, Colorimetry, Total Lipids","1",1,,"N","N",78,,,862.14697265625,4,,,,,"N","N"
"CH",6772,"CH",6772,"CFE","Electrophoretic, Lactate Dehydrogenase Isoenzymes","2",2,,"N","P",80,,,862.144470214844,4,,,,,"N","N"
"IM",7377,"IM",7377,"CFF","Immunoelectrophoretic, Immunoglobulins, (G, A, M)","2",2,,"N","P",80,,,866.551025390625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CFG","Oil Emulsion/Thymolphthalein (Titrimetric), Lipase","1",1,,"N","N",78,,,862.146484375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CFH","Tetrazolium Int Dye-Diaphorase, Lactate Dehydrogenase","2",2,,"N","N",78,,,862.143981933594,4,,,,,"N","N"
"CH",6772,"CH",6772,"CFJ","Nad Reduction/Nadh Oxidation, Lactate Dehydrogenase","2",2,,"N","N",78,,,862.143981933594,4,,,,,"N","N"
"CH",6772,"CH",6772,"CFL","Radioimmunoassay, Human Growth Hormone","1",1,,"N","N",78,,,862.137023925781,4,,,,,"N","N"
"CH",6772,"CH",6772,"CFM","Bathophenanthroline, Colorimetry, Iron (Non-Heme)","1",1,,"N","Y",89,,,862.140991210938,4,,,,,"N","N"
"IM",7377,"IM",7377,"CFN","Method, Nephelometric, Immunoglobulins (G, A, M)","2",2,,"N","P",80,,,866.551025390625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CFO","Titrimetric, Magnesium","1",1,,"N","Y",89,,,862.149475097656,1,,,,,"N","N"
"CH",6772,"CH",6772,"CFP","Radioimmunoassay, Immunoreactive Insulin","1",1,,"N","N",78,,,862.140502929688,4,,,,,"N","N"
"IM",7377,"IM",7377,"CFQ","Radioimmunoassay, Immunoglobulins (G, A, M)","2",2,,"N","P",80,,,866.551025390625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CFR","Hexokinase, Glucose","2",2,,"N","Y",89,,,862.134521484375,1,,,,,"N","N"
"CH",6772,"CH",6772,"CFT","Radioimmunoassay, Prolactin (Lactogen)","1",1,,"N","N",78,,,862.162475585938,4,,,,,"N","N"
"CH",6772,"CH",6772,"CFW","Copper Reduction, Glucose","2",2,,"N","Y",89,,,862.134521484375,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGA","Glucose Oxidase, Glucose","2",2,,"N","Y",89,,,862.134521484375,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGC","Radioimmunoassay, Gastrin","1",1,,"N","N",78,,,862.132507324219,4,,,,,"N","N"
"CH",6772,"CH",6772,"CGD","Ferricyanide, Glucose","2",2,,"N","Y",89,,,862.134521484375,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGE","Orthotoluidine, Glucose","2",2,,"N","Y",89,,,862.134521484375,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGF","Radioimmunoassay, Estrone","1",1,,"N","N",78,,,862.127990722656,4,,,,,"N","N"
"CH",6772,"CH",6772,"CGH","Electrophoretic, Globulin","1",1,,"N","N",78,,,862.132995605469,4,,,,,"N","N"
"CH",6772,"CH",6772,"CGI","Radioimmunoassay, Estriol","1",1,,"N","N",78,,,862.126525878906,4,,,,,"N","N"
"CH",6772,"CH",6772,"CGJ","Radioimmunoassay, Follicle-Stimulating Hormone","1",1,,"N","N",78,,,862.130004882812,4,,,,,"N","N"
"CH",6772,"CH",6772,"CGL","Electrode, Ion Based, Enzymatic, Creatinine","2",2,,"N","Y",89,,,862.122497558594,1,,,,,"N","N"
"IM",7377,"IM",7377,"CGM","Method, Immunodiffusion, Immunoglobulins (G, A, M)","2",2,,"N","P",80,,,866.551025390625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGN","Acid, Folic, Radioimmunoassay","2",2,,"N","P",80,,,862.129516601562,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGO","Lieberman-Burchard/Abell-Kendall, Colorimetric, Cholesterol","1",1,,"N","N",78,,,862.117492675781,4,,,,,"N","N"
"CH",6772,"CH",6772,"CGR","Radioimmunoassay, Cortisol","2",2,,"N","P",80,,,862.120483398438,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGS","Nad Reduction/Nadh Oxidation, Cpk Or Isoenzymes","2",2,,"N","P",80,,,862.121520996094,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGT","Radioimmunoassay, Cyclic Gmp","2",2,,"N","P",80,,,862.122985839844,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGX","Alkaline Picrate, Colorimetry, Creatinine","2",2,,"N","Y",89,,,862.122497558594,1,,,,,"N","N"
"CH",6772,"CH",6772,"CGZ","Electrode, Ion-Specific, Chloride","2",2,,"N","Y",89,,,862.117004394531,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHA","Radioimmunoassay, Corticosterone","1",1,,"N","N",78,,,862.119995117188,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHC","Titrimetric Permanganate And Bromophenol Blue, Calcium","2",2,,"N","P",80,,,862.114501953125,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHD","Acid, Ferric Ion-Sulfuric, Cholesterol","1",1,,"N","N",78,,,862.117492675781,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHE","Radioimmunoassay, Corticoids","1",1,,"N","N",78,,,862.119506835938,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHG","Acid, Phosphoric-Tungstic (Spectrophotometric), Chloride","2",2,,"N","Y",89,,,862.117004394531,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHH","Enzymatic Esterase--Oxidase, Cholesterol","1",1,,"N","N",78,,,862.117492675781,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHI","Lipase-Esterase, Enzymatic, Photometric, Lipase","1",1,,"N","N",78,,,862.146484375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHJ","Mercuric Thiocyanate, Colorimetry, Chloride","2",2,,"N","Y",89,,,862.117004394531,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHK","Mercuric Nitrate And Diphenyl Carbazone (Titrimetric), Chloride","2",2,,"N","Y",89,,,862.117004394531,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHL","Electrode Measurement, Blood-Gases (Pco2, Po2) And Blood Ph","2",2,,"N","P",80,,,862.111999511719,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHM","Radioimmunoassay, Total Estrogens In Pregnancy","1",1,,"N","N",78,,,862.127014160156,4,,,,,"N","N"
"IM",7377,"IM",7377,"CHN","Immunochemical, Ceruloplasmin","2",2,,"N","N",78,,,866.52099609375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHO","Radioimmunoassay, Cyclic Amp","2",2,,"N","P",80,,,862.122985839844,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHP","Radioimmunoassay, Estradiol","1",1,,"N","N",78,,,862.1259765625,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHQ","Chromatographic/Fluorometric Method, Catecholamines","1",1,,"N","N",78,,,862.116516113281,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHR","Titrimetric Phenol Red, Carbon-Dioxide","2",2,,"N","Y",89,,,862.116027832031,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHS","Coulometric Method, Carbon-Dioxide","2",2,,"N","Y",89,,,862.116027832031,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHT","Electrophoretic Method, Catecholamines","1",1,,"N","N",78,,,862.116516113281,4,,,,,"N","N"
"CH",6772,"CH",6772,"CHW","Titrimetric With Edta And Indicator, Calcium","2",2,,"N","P",80,,,862.114501953125,1,,,,,"N","N"
"CH",6772,"CH",6772,"CHZ","Di (O-Hydroxyphenylimine) Ethane, Calcium","2",2,,"N","P",80,,,862.114501953125,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIA","Methylthymol Blue, Calcium","2",2,,"N","P",80,,,862.114501953125,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIB","Radioimmunoassay, Angiotensin I And Renin","2",2,,"N","P",80,,,862.108520507812,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIC","Cresolphthalein Complexone, Calcium","2",2,,"N","P",80,,,862.114501953125,1,,,,,"N","N"
"CH",6772,"CH",6772,"CID","Alizarin Sulfonate, Calcium","2",2,,"N","P",80,,,862.114501953125,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIE","Volumetric/Manometric, Carbon-Dioxide","2",2,,"N","Y",89,,,862.116027832031,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIF","Vanillin Pyruvate, Ast/Sgot","2",2,,"N","P",80,,,862.109985351562,4,,,,,"N","N"
"CH",6772,"CH",6772,"CIG","Diazo Colorimetry, Bilirubin","2",2,,"N","P",80,,,862.111022949219,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIJ","Saccharogenic, Amylase","2",2,,"N","P",80,,,862.106994628906,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIK","Radial Diffusion, Amylase","2",2,,"N","P",80,,,862.106994628906,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIL","Cresol Red Colorimetry, Carbon-Dioxide","2",2,,"N","Y",89,,,862.116027832031,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIN","Electrophoretic Separation, Alkaline Phosphatase Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIO","Thymolphthalein Monophosphate, Alkaline Phosphatase Or Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIQ","Diazo, Ast/Sgot","2",2,,"N","P",80,,,862.109985351562,4,,,,,"N","N"
"CH",6772,"CH",6772,"CIS","Hydrazone Colorimetry, Ast/Sgot","2",2,,"N","P",80,,,862.109985351562,4,,,,,"N","N"
"CH",6772,"CH",6772,"CIT","Nadh Oxidation/Nad Reduction, Ast/Sgot","2",2,,"N","P",80,,,862.109985351562,4,,,,,"N","N"
"CH",6772,"CH",6772,"CIW","Starch-Dye Bound Polymer, Amylase","2",2,,"N","P",80,,,862.106994628906,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIX","Bromcresol Green Dye-Binding, Albumin","2",2,,"N","P",80,,,862.103515625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CIY","Radioimmunoassay, Androsterone","1",1,,"N","N",78,,,862.107971191406,4,,,,,"N","N"
"CH",6772,"CH",6772,"CIZ","Radioimmunoassay, Androstenedione","1",1,,"N","N",78,,,862.107482910156,4,,,,,"N","N"
"CH",6772,"CH",6772,"CJA","Amyloclastic, Amylase","2",2,,"N","N",78,,,862.106994628906,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJB","Chromatographic Separation/Radioimmunoassay, Aldosterone","2",2,,"N","P",80,,,862.1044921875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJC","Fructose-1, 6-Diphosphate And Nadh (U.V.), Aldolase","1",1,,"N","N",78,,,862.10400390625,4,,,,,"N","N"
"CH",6772,"CH",6772,"CJD","Nitrosalicylate Reduction, Amylase","2",2,,"N","P",80,,,862.106994628906,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJE","Nitrophenylphosphate, Alkaline Phosphatase Or Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJF","Tetrabromophenolphthalein, Albumin","2",2,,"N","P",80,,,862.103515625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJG","Tetrabromo-M-Cresolsulfonphthalein, Albumin","2",2,,"N","P",80,,,862.103515625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJH","Thymol Blue Monophosphate, Alkaline Phosphatase Or Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJI","Disodium Phenylphosphate, Alkaline Phosphatase Or Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJJ","Diazo, Alt/Sgpt","1",1,,"N","N",78,,,862.10302734375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CJK","Phenolphthalein Phosphate, Alkaline Phosphatase Or Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJL","Beta Glycerophosphate, Alkaline Phosphatase Or Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJM","Radioimmunoassay, Aldosterone","2",2,,"N","P",80,,,862.1044921875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJN","Acid Phosphatase, Nitrophenylphosphate","2",2,,"N","P",80,,,862.101989746094,4,,,,,"N","N"
"CH",6772,"CH",6772,"CJO","Alpha-Naphthyl Phosphate, Alkaline Phosphatase Or Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJQ","Radial Immunodiffusion, Albumin","2",2,,"N","P",80,,,862.103515625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJR","Acid Phosphatase, Thymol Blue Monophosphate","2",2,,"N","P",80,,,862.101989746094,4,,,,,"N","N"
"CH",6772,"CH",6772,"CJT","Hydrazone Colorimetry, Aldolase","1",1,,"N","N",78,,,862.10400390625,4,,,,,"N","N"
"CH",6772,"CH",6772,"CJW","Bromcresol Purple Dye-Binding, Albumin","2",2,,"N","P",80,,,862.103515625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJX","Acid Phosphatase, Disodium Phenylphosphate","2",2,,"N","P",80,,,862.101989746094,4,,,,,"N","N"
"CH",6772,"CH",6772,"CJY","Azo Dye, Calcium","2",2,,"N","P",80,,,862.114501953125,1,,,,,"N","N"
"CH",6772,"CH",6772,"CJZ","Acid, Hydroxyazobenzene-Benzoic, Albumin","2",2,,"N","P",80,,,862.103515625,1,,,,,"N","N"
"CH",6772,"CH",6772,"CKA","Nadh Oxidation/Nad Reduction, Alt/Sgpt","1",1,,"N","N",78,,,862.10302734375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CKB","Acid Phosphatase, Naphthyl Phosphate","2",2,,"N","P",80,,,862.101989746094,4,,,,,"N","N"
"CH",6772,"CH",6772,"CKC","Vanillin Pyruvate, Alt/Sgpt","1",1,,"N","N",78,,,862.10302734375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CKD","Hydrazone Colorimetry, Alt/Sgpt","1",1,,"N","N",78,,,862.10302734375,4,,,,,"N","N"
"CH",6772,"CH",6772,"CKE","Acid Phosphatase, Thymolphthale Inmonophosphate","2",2,,"N","P",80,,,862.101989746094,4,,,,,"N","N"
"CH",6772,"CH",6772,"CKF","Phenylphosphate, Alkaline Phosphatase Or Isoenzymes","2",2,,"N","P",80,,,862.10498046875,1,,,,,"N","N"
"CH",6772,"CH",6772,"CKG","Radioimmunoassay, Acth","2",2,,"N","P",80,,,862.102478027344,1,,,,,"N","N"
"CH",6772,"CH",6772,"CKH","Acid Phosphatase, Beta Glycerophosphate","2",2,,"N","P",80,,,862.101989746094,4,,,,,"N","N"
"IM",7377,"IM",7377,"CZJ","Igd, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZK","Iga, Rhodamine, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZL","Iga, Peroxidase, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZM","Iga, Ferritin, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZN","Iga, Fitc, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZO","Inter-Alpha Trypsin Inhibitor, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.588989257812,4,,,,,"N","N"
"IM",7377,"IM",7377,"CZP","Iga, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZQ","Bence-Jones Protein, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.515014648438,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZR","Hemopexin, Rhodamine, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.549011230469,4,,,,,"N","N"
"IM",7377,"IM",7377,"CZS","Retinol-Binding Protein, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.576477050781,4,,,,,"N","N"
"IM",7377,"IM",7377,"CZT","Hemopexin, Fitc, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.549011230469,4,,,,,"N","N"
"IM",7377,"IM",7377,"CZW","Complement C3, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.523986816406,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZX","Hemopexin, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.549011230469,4,,,,,"N","N"
"IM",7377,"IM",7377,"CZY","Complement C1s, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.523986816406,1,,,,,"N","N"
"IM",7377,"IM",7377,"CZZ","Haptoglobin, Rhodamine, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.546020507812,4,,,,,"N","N"
"IM",7377,"IM",7377,"DAA","Igg, Peroxidase, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAB","Haptoglobin, Fitc, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.546020507812,4,,,,,"N","N"
"IM",7377,"IM",7377,"DAC","Complement C3b Activator, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.526000976562,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAD","Haptoglobin, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.546020507812,4,,,,,"N","N"
"IM",7377,"IM",7377,"DAE","Complement C9, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.523986816406,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAF","Gamma Globulin, Fitc, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAG","Complement C8, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.523986816406,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAH","Gamma Globulin, Antigen, Antiserum, Control","2",2,,"N","Y",89,,,866.551025390625,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAI","Complement C1r, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.523986816406,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAJ","Free Secretory Component, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.538024902344,4,,,,,"N","N"
"IM",7377,"IM",7377,"DAK","Complement C1q, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.523986816406,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAL","Fraction Iv-5, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.536010742188,4,,,,,"N","N"
"IM",7377,"IM",7377,"DAM","Hemoglobin, Chain Specific, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.546997070312,4,,,,,"N","N"
"IM",7377,"IM",7377,"DAN","Fibrinopeptide A, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.534973144531,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAO","Igm (Mu Chain Specific), Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.554992675781,1,,,,,"N","N"
"HE",7269,"HE",7269,"DAP","Fibrinogen And Fibrin Split Products, Antigen, Antiserum, Control","2",2,,"N","P",80,,,864.731994628906,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAQ","Igg (Fd Fragment Specific), Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.554016113281,4,,,,,"N","N"
"HE",7269,"HE",7269,"DAR","Fibrinogen And Split Products, Rhodamine, Antigen, Antiserum, Control","2",2,,"N","N",78,,,864.734008789062,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAS","Igg (Fc Fragment Specific), Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.552978515625,4,,,,,"N","N"
"HE",7269,"HE",7269,"DAT","Fibrinogen And Split Products, Peroxidase, Antigen, Antiserum, Control","2",2,,"N","N",78,,,864.734008789062,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAW","Alpha-2-Ap-Glycoprotein, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.54248046875,4,,,,,"N","N"
"HE",7269,"HE",7269,"DAX","Fibrinogen And Split Products, Fitc, Antigen, Antiserum, Control","2",2,,"N","N",78,,,864.734008789062,1,,,,,"N","N"
"IM",7377,"IM",7377,"DAY","Complement C5, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.523986816406,1,,,,,"N","N"
"HE",7269,"HE",7269,"DAZ","Fibrinogen And Split Products, Antigen, Antiserum, Control","2",2,,"N","N",78,,,864.734008789062,1,,,,,"N","N"
"IM",7377,"IM",7377,"DBA","Complement C1 Inhibitor (Inactivator), Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.525024414062,1,,,,,"N","N"
"IM",7377,"IM",7377,"DBC","Alpha 2, 2n-Glycoprotein, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.54248046875,4,,,,,"N","N"
"IM",7377,"IM",7377,"DBE","Antismooth Muscle Antibody, Indirect Immunofluorescent, Antigen, Control","2",2,,"N","P",80,,,866.512023925781,1,,,,,"N","N"
"IM",7377,"IM",7377,"DBF","Ferritin, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.533996582031,1,,,,,"N","N"
"IM",7377,"IM",7377,"DBH","Fc, Rhodamine, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.552978515625,4,,,,,"N","N"
"IM",7377,"IM",7377,"DBI","Complement C4, Antigen, Antiserum, Control","2",2,,"N","P",80,,,866.523986816406,1,,,,,"N","N"
"IM",7377,"IM",7377,"DBJ","Antiparietal Antibody, Indirect Immunofluorescent, Antigen, Control","2",2,,"N","N",78,,,866.510986328125,1,,,,,"N","N"
"IM",7377,"IM",7377,"DBK","Fc, Fitc, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.552978515625,4,,,,,"N","N"
"IM",7377,"IM",7377,"DBL","Multiple Autoantibodies, Indirect Immunofluorescent, Antigen, Control","2",2,,"N","N",78,,,866.565979003906,1,,,,,"N","N"
"IM",7377,"IM",7377,"DBM","Antimitochondrial Antibody, Indirect Immunofluorescent, Antigen, Control","2",2,,"N","P",80,,,866.508972167969,1,,,,,"N","N"
"IM",7377,"IM",7377,"DBN","Fc, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.552978515625,4,,,,,"N","N"
"IM",7377,"IM",7377,"DBT","Factor Xiii A, S, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.533020019531,4,,,,,"N","N"
"IM",7377,"IM",7377,"DBY","Fab, Rhodamine, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.552001953125,4,,,,,"N","N"
"IM",7377,"IM",7377,"DCB","Fab, Fitc, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.552001953125,4,,,,,"N","N"
"IM",7377,"IM",7377,"DCE","Fab, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.552001953125,4,,,,,"N","N"
"IM",7377,"IM",7377,"DCF","Albumin, Antigen, Antiserum, Control","2",2,,"N","N",78,,,866.504028320312,4,,,,,"N","N"
"IM",7377,"IM",7377,"DCH","System, Test, C-Reactive Protein, Rhodamine","2",2,,"N","Y",89,,,866.526977539062,1,,,,,"N","N"
"IM",7377,"IM",7377,"DCJ","Beta-Globulin, Antigen, Antiserum, Control","1",1,,"N","N",78,,,866.515991210938,4,,,,,"N","N"
"IM",7377,"IM",7377,"DCK","C-Reactive Protein, Antigen, Antiserum, And Control","2",2,,"N","Y",89,,,866.526977539062,1,,,,,"N","N"
