code;text;long;starcode;never_main;gender;nonspecific
A798;Annen spesifisert rickettsiose;Andre spesifiserte rickettsioser;;;;
A799;Uspesifisert rickettsiose;Uspesifisert rickettsiose;;;;X
A800;Akutt poliomyelitt med lammelse, forårsaket av vaksine;Akutt poliomyelitt med lammelse forårsaket av vaksine;;;;
A801;Akutt poliomyelitt med lammelse, forårsaket av importert vill virusstamme;Akutt polio m. lammelse forårs. av imp. ville virusstammer;;;;
A802;Akutt poliomyelitt med lammelse, forårsaket av ikke-importert vill virusstamme;Akutt polio m. lammelse forårs. av ikke-imp. ville v.stammer;;;;
A803;Annen eller uspesifisert akutt poliomyelitt med lammelse;Annen og uspesifisert akutt poliomyelitt med lammelse;;;;
A804;Akutt poliomyelitt uten lammelse;Akutt poliomyelitt uten lammelse;;;;
A809;Uspesifisert akutt poliomyelitt;Uspesifisert akutt poliomyelitt;;;;X
A810;Creutzfeldt-Jakobs sykdom;Creutzfeldt-Jakobs sykdom;;;;
A811;Subakutt skleroserende panencefalitt;Subakutt skleroserende panencefalitt;;;;
A812;Progressiv multifokal leukoencefalopati;Progressiv multifokal leukoencefalopati;;;;
A818;Annen spesifisert atypisk virusinfeksjon i sentralnervesystemet;Andre spesifiserte atypiske virusinfeksjoner i CNS;;;;
A819;Uspesifisert atypisk virusinfeksjon i sentralnervesystemet;Uspesifisert atypisk virusinfeksjon i sentralnervesystemet;;;;X
A820;Sylvatisk rabies;Sylvatisk rabies;;;;
A821;Urban rabies;Urban rabies;;;;
A829;Uspesifisert rabies;Uspesifisert rabies;;;;X
A830;Japansk encefalitt;Japansk encefalitt;;;;
A831;Vestlig heste-encefalitt;Vestlig heste-encefalitt;;;;
A832;Østlig heste-encefalitt;Østlig heste-encefalitt;;;;
A833;St Louis-encefalitt;St Louis-encefalitt;;;;
A834;Australsk encefalitt;Australsk encefalitt;;;;
A835;Californisk encefalitt;Californisk encefalitt;;;;
A836;Rociovirussykdom;Rociovirussykdom;;;;
A838;Annen spesifisert virusencefalitt overført ved mygg;Annen spesifisert virusencefalitt overført ved mygg;;;;
A839;Uspesifisert virusencefalitt overført ved mygg;Uspesifisert virusencefalitt overført ved mygg;;;;X
A840;Orientalsk encefalitt overført ved flått;Orientalsk encefalitt overført ved flått [RSSE];;;;
A841;Sentraleuropeisk encefalitt overført ved flått;Sentraleuropeisk encefalitt overført ved flått;;;;
A848;Annen spesifisert virusencefalitt overført ved flått;Annen spesifisert virusencefalitt overført ved flått;;;;
A849;Uspesifisert virusencefalitt overført ved flått;Uspesifisert virusencefalitt overført ved flått;;;;X
A850;Enterovirusencefalitt;Enterovirusencefalitt;;;;
A851;Adenovirusencefalitt;Adenovirusencefalitt;;;;
A852;Uspesifisert virusencefalitt overført ved artropode;Uspesifisert virusencefalitt overført ved artropoder;;;;X
A858;Annen spesifisert virusencefalitt;Annen spesifisert virusencefalitt;;;;
A86;Uspesifisert virusencefalitt;Uspesifisert virusencefalitt;;;;X
A870;Enterovirusmeningitt;Enterovirusmeningitt;;;;
A871;Adenovirusmeningitt;Adenovirusmeningitt;;;;
A872;Lymfocyttisk choriomeningitt;Lymfocyttisk choriomeningitt;;;;
A878;Annen spesifisert virusmeningitt;Annen spesifisert virusmeningitt;;;;
A879;Uspesifisert virusmeningitt;Uspesifisert virusmeningitt;;;;X
A880;Enteroviral eksantematøs feber;Enteroviral exsanthema og feber;;;;
A881;Smittsom svimmelhet;Smittsom svimmelhet;;;;
A888;Annen spesifisert virusinfeksjon i sentralnervesystemet;Annen spesifisert virusinfeksjon i sentralnervesystemet;;;;
A89;Uspesifisert virusinfeksjon i sentralnervesystemet;Uspesifisert virusinfeksjon i sentralnervesystemet;;;;X
A920;Chikungunyavirussykdom;Chikungunyavirussykdom;;;;
A921;O'nyong-nyongfeber;O'nyong-nyongfeber;;;;
A922;Venezuelansk hestefeber;Venezuelansk hestefeber;;;;
A923;West Nile-virusinfeksjon;"""West Nile""-virusinfeksjon";;;;
A924;Rift Valley-feber;"""Rift Valley""-feber";;;;
A928;Annen spesifisert virussykdom overført ved mygg;Andre spesifiserte virussykdommer overført ved mygg;;;;
A929;Uspesifisert virussykdom overført ved mygg;Uspesifisert virussykdom overført ved mygg;;;;X
A930;Oropouchevirussykdom;Oropouchevirussykdom;;;;
A931;Sandfluefeber;Sandfluefeber;;;;
A932;Coloradoflåttfeber;Coloradoflåttfeber;;;;
A938;Annen spesifisert virussykdom overført ved artropode;Andre spesifiserte virussykdommer overført ved artropoder;;;;
A94;Uspesifisert virussykdom overført ved artropode;Uspesifisert virussykdom overført ved artropoder;;;;X
A950;Sylvatisk gulfeber;Sylvatisk gulfeber;;;;
A951;Urban gulfeber;Urban gulfeber;;;;
A959;Uspesifisert gulfeber;Uspesifisert gulfeber;;;;X
A960;Hemoragisk juninvirussykdom;Hemoragisk juninvirussykdom;;;;
A961;Hemoragisk machupovirussykdom;Hemoragisk machupovirussykdom;;;;
A962;Lassafeber;Lassafeber;;;;
A968;Annen spesifisert hemoragisk arenavirussykdom;Andre spesifiserte hemoragiske arenavirussykdommer;;;;
A969;Uspesifisert hemoragisk arenavirussykdom;Uspesifisert hemoragisk arenavirussykdom;;;;X
A970;Dengue uten varselstegn;Dengue uten varselstegn;;;;
A971;Dengue med varselstegn;Dengue med varselstegn;;;;
A972;Alvorlig Dengue;Alvorlig Dengue;;;;
A979;Dengue, uspesifisert;Dengue, uspesifisert;;;;X
A980;Hemoragisk krimfeber som skyldes Congo-CHF-virus;Hemoragisk krimfeber som skyldes Congo-CHF-virus;;;;
A981;Hemoragisk Omsk-feber;Hemoragisk Omsk-feber;;;;
A982;Kyasanur Forest-sykdom;Kyasanur Forest-sykdom;;;;
A983;Marburg-virussykdom;Marburg-virussykdom;;;;
A984;Ebola-virussykdom;Ebola-virussykdom;;;;
A985;Hemoragisk feber med renalt syndrom;Hemoragisk feber med renalt syndrom;;;;
A988;Annen spesifisert hemoragisk virussykdom;Andre spesifiserte hemoragiske virussykdommer;;;;
A99;Uspesifisert hemoragisk virussykdom;Uspesifisert hemoragisk virussykdom;;;;X
B000;Eczema herpeticum;Eczema herpeticum;;;;
B001;Vesikulær herpesdermatitt;Vesikulær herpesdermatitt;;;;
B002;Herpetisk gingivostomatitt eller faryngotonsillitt;Herpetisk gingivostomatitt og faryngotonsillitt;;;;
B003;Herpesmeningitt;Herpesmeningitt;;;;
B004;Herpesencefalitt;Herpesencefalitt;;;;
B005;Okulær herpesvirussykdom;Okulær herpesvirussykdom;;;;
B007;Disseminert herpesvirussykdom;Disseminert herpesvirussykdom;;;;
B008;Annen spesifisert form for herpesvirusinfeksjon;Andre spesifiserte former for herpesvirusinfeksjon;;;;
B009;Uspesifisert herpesvirusinfeksjon;Uspesifisert herpesvirusinfeksjon;;;;X
B010;Varicellameningitt;Varicellameningitt;;;;
B011;Varicellaencefalitt;Varicellaencefalitt;;;;
B012;Varicellapneumoni;Varicellapneumoni;;;;
B018;Varicella med annen komplikasjon;Varicella med andre komplikasjoner;;;;
B019;Varicella uten komplikasjoner;Varicella uten komplikasjoner;;;;
B020;Zosterencefalitt;Zosterencefalitt;;;;
B021;Zostermeningitt;Zostermeningitt;;;;
B022;Herpes zoster med annen affeksjon av nervesystemet;Herpes zoster med annen affeksjon av nervesystemet;;;;
B023;Herpes zoster-sykdom i øye;Herpes zoster-sykdom i øye;;;;
B027;Disseminert herpes zoster;Disseminert herpes zoster;;;;
B028;Herpes zoster med annen komplikasjon;Herpes zoster med andre komplikasjoner;;;;
B029;Herpes zoster uten komplikasjoner;Herpes zoster uten komplikasjoner;;;;
B03;Kopper;Kopper;;;;
B04;Apekopper;Apekopper;;;;
B050;Meslinger med encefalitt som komplikasjon;Meslinger med encefalitt som komplikasjon;;;;
B051;Meslinger med meningitt som komplikasjon;Meslinger med meningitt som komplikasjon;;;;
B052;Meslinger med pneumoni som komplikasjon;Meslinger med pneumoni som komplikasjon;;;;
B053;Meslinger med mellomørebetennelse som komplikasjon;Meslinger med mellomørebetennelse som komplikasjon;;;;
B054;Meslinger med intestinal komplikasjon;Meslinger med intestinale komplikasjoner;;;;
B058;Meslinger med annen komplikasjon;Meslinger med andre komplikasjoner;;;;
B059;Meslinger uten komplikasjoner;Meslinger uten komplikasjoner;;;;
B060;Rubella med nevrologisk komplikasjon;Rubella med nevrologiske komplikasjoner;;;;
B068;Rubella med annen komplikasjon;Rubella med andre komplikasjoner;;;;
B069;Rubella uten komplikasjoner;Rubella uten komplikasjoner;;;;
B07;Virusvorter;Virusvorter;;;;
B080;Annen orthopoxvirusinfeksjon;Andre orthopoxvirusinfeksjoner;;;;
B081;Molluscum contagiosum;Molluscum contagiosum;;;;
B082;Exanthema subitum;Exanthema subitum;;;;
B083;Erythema infectiosum;Erythema infectiosum;;;;
B084;Vesikulær stomatitt med eksantem som skyldes enterovirus;Vesikulær stomatitt med eksantem som skyldes enterovirus;;;;
B085;Vesikulær faryngitt som skyldes enterovirus;Vesikulær faryngitt som skyldes enterovirus;;;;
B088;Annen spesifisert virusinfeksjon kjennetegnet ved hud- eller slimhinnelesjon;Andre spes. v.infek. kj.tegn. ved hud- og slimhinnelesjoner;;;;
B09;Uspesifisert virusinfeksjon kjennetegnet ved hud- eller slimhinnelesjon;Uspes. virusinfeksjon kj.tegn. ved hud- og slimhinnelesjoner;;;;X
B150;Hepatitt A med leverkoma;Hepatitt A med leverkoma;;;;
B159;Hepatitt A uten leverkoma;Hepatitt A uten leverkoma;;;;
B160;Akutt hepatitt B med koinfeksjon med deltavirus og leverkoma;Akutt hepatitt B med delta-agens (koinfeksjon) og leverkoma;;;;
B161;Akutt hepatitt B med koinfeksjon med deltavirus uten leverkoma;Akutt hepatitt B med delta-agens (koinfeksjon) u. leverkoma;;;;
B162;Akutt hepatitt B uten deltavirus med leverkoma;Akutt hepatitt B uten delta-agens med leverkoma;;;;
B169;Akutt hepatitt B uten deltavirus og uten leverkoma;Akutt hepatitt B uten deltavirus og uten leverkoma;;;;
B170;Akutt deltavirusinfeksjon hos bærer av hepatitt B;Akutt delta(super)infeksjon hos bærer av hepatitt B;;;;
B171;Akutt hepatitt C;Akutt hepatitt C;;;;
B172;Akutt hepatitt E;Akutt hepatitt E;;;;
B178;Annen spesifisert akutt virushepatitt;Annen spesifisert akutt virushepatitt;;;;
B179;Akutt uspesifisert virushepatitt;Akutt uspesifisert virushepatitt;;;;X
B180;Kronisk virushepatitt B med deltavirus;Kronisk virushepatitt B med delta-agens;;;;
B181;Kronisk virushepatitt B uten deltavirus;Kronisk virushepatitt B uten delta-agens;;;;
B182;Kronisk virushepatitt C;Kronisk virushepatitt C;;;;
B188;Annen spesifisert kronisk virushepatitt;Annen spesifisert kronisk virushepatitt;;;;
B189;Uspesifisert kronisk virushepatitt;Uspesifisert kronisk virushepatitt;;;;X
B190;Uspesifisert virushepatitt med leverkoma;Uspesifisert virushepatitt med leverkoma;;;;X
B199;Uspesifisert virushepatitt uten leverkoma;Uspesifisert virushepatitt uten leverkoma;;;;X
B200;Hiv-sykdom med mykobakterieinfeksjon;Hiv-sykdom med mykobakterieinfeksjon;;;;
B201;Hiv-sykdom med annen bakterieinfeksjon;Hiv-sykdom med andre bakterieinfeksjoner;;;;
B202;Hiv-sykdom med cytomegalovirussykdom;Hiv-sykdom med cytomegalovirussykdom;;;;
B203;Hiv-sykdom med annen virusinfeksjon;Hiv-sykdom med andre virusinfeksjoner;;;;
B204;Hiv-sykdom med candidainfeksjon;Hiv-sykdom med candidainfeksjon;;;;
B205;Hiv-sykdom med annen soppsykdom;Hiv-sykdom med andre soppsykdommer;;;;
B206;Hiv-sykdom med pneumoni som skyldes Pneumocystis jirovecii;Hiv-sykdom med pneumoni som skyldes Pneumocystis jirovecii;;;;
B207;Hiv-sykdom med flere infeksjoner;Hiv-sykdom med flere infeksjoner;;;;
B208;Hiv-sykdom med annen spesifisert infeksjons- eller parasittsykdom;Hiv-sykdom med andre spes. infeksjons- og parasittsykdommer;;;;
B209;Hiv-sykdom med uspesifisert infeksjons- eller parasittsykdom;Hiv-sykdom med uspesifisert infeksjons- eller parasittsykdom;;;;X
B210;Hiv-sykdom med Kaposis sarkom;Hiv-sykdom med Kaposis sarkom;;;;
B211;Hiv-sykdom med Burkitt lymfom;Hiv-sykdom med Burkitt lymfom;;;;
B212;Hiv-sykdom med annen type non-Hodgkin lymfom;Hiv-sykdom med andre typer non-Hodgkin lymfom;;;;
B213;Hiv-sykdom med annen ondartet svulst i lymfoid, hematopoietisk eller beslektet vev;Hiv-sykdom m. a. ondart. svu. i lymf./hemat./besl. vev;;;;
B217;Hiv-sykdom med flere ondartede svulster;Hiv-sykdom med flere ondartede svulster;;;;
B218;Hiv-sykdom med annen spesifisert ondartet svulst;Hiv-sykdom med andre spesifiserte ondartede svulster;;;;
B219;Hiv-sykdom med uspesifisert ondartet svulst;Hiv-sykdom med uspesifisert ondartet svulst;;;;X
B220;Hiv-sykdom med encefalopati;Hiv-sykdom med encefalopati;;;;
B221;Hiv-sykdom med lymfoid interstitiell pneumonitt;Hiv-sykdom med lymfoid interstitiell pneumonitt;;;;
B222;Hiv-sykdom med avmagringssyndrom;Hiv-sykdom med avmagringssyndrom;;;;
B227;Hiv-sykdom med flere sykdommer klassifisert annet sted som følge;Hiv-sykdom med flere sykdommer, kl. a. st., som følge;;;;
B230;Akutt hiv-infeksjonssyndrom;Akutt hiv-infeksjonssyndrom;;;;
B231;Hiv-sykdom med forbigående eller vedvarende generalisert lymfadenopati;Hiv-sykdom med (vedvarende) generalisert lymfadenopati;;;;
B232;Hiv-sykdom med hematologisk eller immunologisk abnormitet, ikke klassifisert annet sted;Hiv-sykdom med hemat. og immunolog. abn. IKAS;;;;
B238;Hiv-sykdom med annen spesifisert tilstand som følge;Hiv-sykdom med andre spesifiserte tilstander som følge;;;;
B24;Uspesifisert humant immunsviktvirus-sykdom;Uspesifisert humant immunsviktvirus-sykdom (hiv-sykdom);;;;X
B250;Cytomegaloviruspneumonitt;Cytomegaloviruspneumonitt;;;;
B251;Cytomegalovirushepatitt;Cytomegalovirushepatitt;;;;
B252;Cytomegaloviruspankreatitt;Cytomegaloviruspankreatitt;;;;
B258;Annen spesifisert cytomegalovirussykdom;Andre spesifiserte cytomegalovirussykdommer;;;;
B259;Uspesifisert cytomegalovirussykdom;Uspesifisert cytomegalovirussykdom;;;;X
B260;Kusmaorkitt;Kusmaorkitt;;;M;
B261;Kusmameningitt;Kusmameningitt;;;;
B262;Kusmaencefalitt;Kusmaencefalitt;;;;
B263;Kusmapankreatitt;Kusmapankreatitt;;;;
B268;Kusma med annen komplikasjon;Kusma med andre komplikasjoner;;;;
B269;Kusma uten komplikasjoner;Kusma uten komplikasjoner;;;;
B270;Gammaherpesvirusmononukleose;Gammaherpesvirusmononukleose;;;;
B271;Cytomegalovirusmononukleose;Cytomegalovirusmononukleose;;;;
B278;Annen spesifisert mononukleose;Annen spesifisert mononukleose;;;;
B279;Uspesifisert mononukleose;Uspesifisert mononukleose;;;;X
B300;Keratokonjunktivitt som skyldes adenovirus;Keratokonjunktivitt som skyldes adenovirus;;;;
B301;Konjunktivitt som skyldes adenovirus;Konjunktivitt som skyldes adenovirus;;;;
B302;Virus-faryngokonjunktivitt;Virus-faryngokonjunktivitt;;;;
B303;Akutt epidemisk hemoragisk konjunktivitt;Akutt epidemisk hemoragisk konjunktivitt (enteroviral);;;;
B308;Annen spesifisert viruskonjunktivitt;Annen spesifisert viruskonjunktivitt;;;;
B309;Uspesifisert viruskonjunktivitt;Uspesifisert viruskonjunktivitt;;;;X
B330;Epidemisk myalgi;Epidemisk myalgi;;;;
B331;Ross River-sykdom;"""Ross River""-sykdom";;;;
B332;Viruskarditt;Viruskarditt;;;;
B333;Retrovirusinfeksjon ikke klassifisert annet sted;Retrovirusinfeksjoner, ikke klassifisert annet sted;;;;
B334;Hantavirusinfeksjon med pulmonalt eller kardiopulmonalt syndrom;Hantavirus (kardio)-pulmonalt syndrom (J17.1*);;;;
B338;Annen spesifisert virussykdom;Andre spesifiserte virussykdommer;;;;
B340;Adenovirusinfeksjon med uspesifisert lokalisasjon;Adenovirusinfeksjon med uspesifisert lokalisasjon;;;;X
B341;Enterovirusinfeksjon med uspesifisert lokalisasjon;Enterovirusinfeksjon med uspesifisert lokalisasjon;;;;X
B342;Coronavirusinfeksjon med uspesifisert lokalisasjon;Coronavirusinfeksjon med uspesifisert lokalisasjon;;;;X
B343;Parvovirusinfeksjon med uspesifisert lokalisasjon;Parvovirusinfeksjon med uspesifisert lokalisasjon;;;;X
B344;Papovavirusinfeksjon med uspesifisert lokalisasjon;Papovavirusinfeksjon med uspesifisert lokalisasjon;;;;X
B348;Annen virusinfeksjon med uspesifisert lokalisasjon;Andre virusinfeksjoner med uspesifisert lokalisasjon;;;;X
B349;Uspesifisert virusinfeksjon;Uspesifisert virusinfeksjon;;;;X
B350;Skjeggsopp eller hodebunnssopp;Skjeggsopp og hodebunnssopp;;;;
B351;Neglesopp;Neglesopp;;;;
B352;Håndsopp;Håndsopp;;;;
B353;Fotsopp;Fotsopp;;;;
B354;Kroppssopp;Kroppssopp;;;;
B355;Kronisk kroppssopp;Kronisk kroppssopp;;;;
B356;Lyske- eller skrittsopp;Lyske- og skrittsopp;;;;
B358;Annen spesifisert hudsoppsykdom;Andre spesifiserte hudsoppsykdommer;;;;
B359;Uspesifisert hudsoppsykdom;Uspesifisert hudsoppsykdom;;;;X
B360;Pityriasis versicolor;Pityriasis versicolor;;;;
B361;Tinea nigra;Tinea nigra;;;;
B362;Tinea blanca;Tinea blanca;;;;
B363;Svart piedra;Svart piedra;;;;
B368;Annen spesifisert overfladisk soppsykdom;Andre spesifiserte overfladiske soppsykdommer;;;;
B369;Uspesifisert overfladisk soppsykdom;Uspesifisert overfladisk soppsykdom;;;;X
B370;Candidastomatitt;Candidastomatitt;;;;
B371;Candidainfeksjon i lunge;Candidainfeksjon i lunger;;;;
B372;Candidainfeksjon på hud eller negl;Candidainfeksjon på hud og negler;;;;
B373;Candidainfeksjon i ytre kvinnelige kjønnsorganer eller skjede;Candidainfeksjon i ytre kvinnelige kjønnsorganer og skjede;;;K;
B374;Candidainfeksjon med annen lokalisasjon i kjønnsorganer eller urinveier;Candidainfeksjon i kjønnsorganer og urinveier med annen lok.;;;;
B375;Candidameningitt;Candidameningitt;;;;
B376;Candidaendokarditt;Candidaendokarditt;;;;
B377;Candidasepsis;Candidasepsis;;;;
B378;Candidainfeksjon med annen spesifisert lokalisasjon;Candidainfeksjon med annen spesifisert lokalisasjon;;;;
B379;Uspesifisert candidainfeksjon;Uspesifisert candidainfeksjon;;;;X
B380;Akutt pulmonal koksidioidomykose;Akutt pulmonal koksidioidomykose;;;;
B381;Kronisk pulmonal koksidioidomykose;Kronisk pulmonal koksidioidomykose;;;;
B382;Uspesifisert pulmonal koksidioidomykose;Uspesifisert pulmonal koksidioidomykose;;;;X
B383;Kutan koksidioidomykose;Kutan koksidioidomykose;;;;
B384;Koksidioidomykosemeningitt;Koksidioidomykosemeningitt;;;;
B387;Disseminert koksidioidomykose;Disseminert koksidioidomykose;;;;
B388;Annen spesifisert form for koksidioidomykose;Andre spesifiserte former for koksidioidomykose;;;;
B389;Uspesifisert koksidioidomykose;Uspesifisert koksidioidomykose;;;;X
B390;Akutt pulmonal histoplasmose;Akutt pulmonal histoplasmose;;;;
B391;Kronisk pulmonal histoplasmose;Kronisk pulmonal histoplasmose;;;;
B392;Uspesifisert pulmonal histoplasmose;Uspesifisert pulmonal histoplasmose;;;;X
B393;Disseminert histoplasmose;Disseminert histoplasmose;;;;
B394;Uspesifisert histoplasmose som skyldes Histoplasma capsulatum;Uspes. histoplasmose som skyldes Histoplasma capsulatum;;;;X
B395;Histoplasmose som skyldes Histoplasma duboisii;Histoplasmose som skyldes Histoplasma duboisii;;;;
B399;Uspesifisert histoplasmose;Uspesifisert histoplasmose;;;;X
B400;Akutt pulmonal blastomykose;Akutt pulmonal blastomykose;;;;
B401;Kronisk pulmonal blastomykose;Kronisk pulmonal blastomykose;;;;
B402;Uspesifisert pulmonal blastomykose;Uspesifisert pulmonal blastomykose;;;;X
B403;Kutan blastomykose;Kutan blastomykose;;;;
B407;Disseminert blastomykose;Disseminert blastomykose;;;;
B408;Annen spesifisert form for blastomykose;Andre spesifiserte former for blastomykose;;;;
B409;Uspesifisert blastomykose;Uspesifisert blastomykose;;;;X
B410;Pulmonal parakoksidioidomykose;Pulmonal parakoksidioidomykose;;;;
B417;Disseminert parakoksidioidomykose;Disseminert parakoksidioidomykose;;;;
B418;Annen spesifisert form for parakoksidioidomykose;Andre spesifiserte former for parakoksidioidomykose;;;;
B419;Uspesifisert parakoksidioidomykose;Uspesifisert parakoksidioidomykose;;;;X
B420;Pulmonal sporotrikose;Pulmonal sporotrikose;;;;
B421;Lymfokutan sporotrikose;Lymfokutan sporotrikose;;;;
B427;Disseminert sporotrikose;Disseminert sporotrikose;;;;
B428;Annen spesifisert form for sporotrikose;Andre spesifiserte former for sporotrikose;;;;
B429;Uspesifisert sporotrikose;Uspesifisert sporotrikose;;;;X
B430;Kutan kromomykose;Kutan kromomykose;;;;
B431;Feomykotisk hjerneabscess;Feomykotisk hjerneabscess;;;;
B432;Subkutan feomykotisk abscess eller cyste;Subkutan feomykotisk abscess og cyste;;;;
B438;Annen spesifisert form for kromomykose;Andre spesifiserte former for kromomykose;;;;
B439;Uspesifisert kromomykose;Uspesifisert kromomykose;;;;X
B440;Invasiv pulmonal aspergillose;Invasiv pulmonal aspergillose;;;;
B441;Annen pulmonal aspergillose;Annen pulmonal aspergillose;;;;
B442;Tonsillær aspergillose;Tonsillær aspergillose;;;;
B447;Disseminert aspergillose;Disseminert aspergillose;;;;
B448;Annen spesifisert form for aspergillose;Andre spesifiserte former for aspergillose;;;;
B449;Uspesifisert aspergillose;Uspesifisert aspergillose;;;;X
