code_type;code;text_long;text;only_secondary;gender_specific;new_2017;not_in_2016
NCRP;SSL0AG;MR Abdomen og bekken;MR Abdomen og bekken;;;;
NCRP;SSL0AP;CTANG angiografi av abdomen og bekken;CTANG angiografi av abdomen og bekken;;;1;
NCRP;SSL0AQ;MRANG angiografi av abdomen og bekken;MRANG angiografi av abdomen og bekken;;;1;
NCRP;SSM0AB;RGA Arteriografi av bekken og underekstremiteter;RGA Arteriografi av bekken og underekstremiteter;;;;
NCRP;SSM0AC;RGV Venografi av bekken og underekstremiteter;RGV Venografi av bekken og underekstremiteter;;;;
NCRP;SSM0AD;CT Bekken og underekstremiteter;CT Bekken og underekstremiteter;;;;
NCRP;SSM0AG;MR Bekken og underekstremiteter;MR Bekken og underekstremiteter;;;;
NCRP;SSM0AK;UL Bekken og underekstremiteter;UL Bekken og underekstremiteter;;;;
NCRP;SSM0AP;CTANG angiografi av bekken og underekstremiteter;CTANG angiografi av bekken og underekstremiteter;;;1;
NCRP;SSM0AQ;MRANG angiografi av bekken og underekstremiteter;MRANG angiografi av bekken og underekstremiteter;;;1;
NCRP;SSN0AB;RGA Arteriografi av hode, hals og torakal aorta;RGA Arteriografi av hode, hals og torakal aorta;;;;
NCRP;SSN0AC;RGV Venografi av hode, hals og toraks;RGV Venografi av hode, hals og toraks;;;;
NCRP;SSN0AD;CT Hode, hals og toraks;CT Hode, hals og toraks;;;;
NCRP;SSN0AG;MR Hode, hals og toraks;MR Hode, hals og toraks;;;;
NCRP;SSN0AK;UL Hode, hals og toraks;UL Hode, hals og toraks;;;;
NCRP;SSN0AP;CTANG angiografi av hode, hals og toraks;CTANG angiografi av hode, hals og toraks;;;1;
NCRP;SSN0AQ;MRANG angiografi av hode, hals og toraks;MRANG angiografi av hode, hals og toraks;;;1;
NCRP;SSP0AB;RGA Arteriografi av hals og hele aorta;RGA Arteriografi av hals og hele aorta;;;;
NCRP;SSP0AC;RGV Venografi av hals, toraks og abdomen;RGV Venografi av hals, toraks og abdomen;;;;
NCRP;SSP0AD;CT Hals, toraks og abdomen;CT Hals, toraks og abdomen;;;;
NCRP;SSP0AG;MR Hals, toraks og abdomen;MR Hals, toraks og abdomen;;;;
NCRP;SSP0AK;UL Hals, toraks og abdomen;UL Hals, toraks og abdomen;;;;
NCRP;SSP0AP;CTANG angiografi av hals, toraks og abdomen;CTANG angiografi av hals, toraks og abdomen;;;1;
NCRP;SSP0AQ;MRANG angiografi av hals, toraks og abdomen;MRANG angiografi av hals, toraks og abdomen;;;1;
NCRP;SSQ0AB;RGA Arteriografi av toraks, abdomen og bekken;RGA Arteriografi av toraks, abdomen og bekken;;;;
NCRP;SSQ0AC;RGV Venografi av toraks, abdomen og bekken;RGV Venografi av toraks, abdomen og bekken;;;;
NCRP;SSQ0AD;CT Toraks, abdomen og bekken;CT Toraks, abdomen og bekken;;;;
NCRP;SSQ0AG;MR Toraks, abdomen og bekken;MR Toraks, abdomen og bekken;;;;
NCRP;SSQ0AK;UL Toraks, abdomen og bekken (FAST);UL Toraks, abdomen og bekken (FAST);;;;
NCRP;SSQ0AP;CTANG angiografi av toraks, abdomen og bekken;CTANG angiografi av toraks, abdomen og bekken;;;1;
NCRP;SSQ0AQ;MRANG angiografi av toraks, abdomen og bekken;MRANG angiografi av toraks, abdomen og bekken;;;1;
NCRP;SSR0AB;RGA Arteriografi av abdominalaorta, bekken- og underekstremitetsarterier;RGA Arteriografi abdominalaorta+bekken+underekstremitetsart;;;;
NCRP;SSR0AC;RGV Venografi av abdomen, bekken og underekstremiteter;RGV Venografi av abdomen, bekken og underekstremiteter;;;;
NCRP;SSR0AD;CT Abdomen, bekken og underekstremiteter;CT Abdomen, bekken og underekstremiteter;;;;
NCRP;SSR0AG;MR Abdomen, bekken og underekstremiteter;MR Abdomen, bekken og underekstremiteter;;;;
NCRP;SSR0AK;UL Abdomen, bekken og underekstremiteter;UL Abdomen, bekken og underekstremiteter;;;;
NCRP;SSR0AP;CTANG angiografi av abdomen, bekken og underekstremiteter;CTANG angiografi av abdomen, bekken og underekstremiteter;;;1;
NCRP;SSR0AQ;MRANG angiografi av abdomen, bekken og underekstremiteter;MRANG angiografi av abdomen, bekken og underekstremiteter;;;1;
NCRP;SSS0AB;RGA Arteriografi av hode, hals og hele aorta;RGA Arteriografi av hode, hals og hele aorta;;;;
NCRP;SSS0AC;RGV Venografi av hode, hals, toraks og abdomen;RGV Venografi av hode, hals, toraks og abdomen;;;;
NCRP;SSS0AD;CT Hode, hals, toraks og abdomen;CT Hode, hals, toraks og abdomen;;;;
NCRP;SSS0AG;MR Hode, hals, toraks og abdomen;MR Hode, hals, toraks og abdomen;;;;
NCRP;SSS0AP;CTANG angiografi av hode, hals, toraks og abdomen;CTANG angiografi av hode, hals, toraks og abdomen ;;;1;
NCRP;SSS0AQ;MRANG angiografi av hode, hals, toraks og abdomen;MRANG angiografi av hode, hals, toraks og abdomen ;;;1;
NCRP;SST0AB;RGA Arteriografi av hals, bekken og hele aorta;RGA Arteriografi av hals, bekken og hele aorta;;;;
NCRP;SST0AC;RGV Venografi av hals, toraks, abdomen og bekken;RGV Venografi av hals, toraks, abdomen og bekken;;;;
NCRP;SST0AD;CT Hals, toraks, abdomen og bekken;CT Hals, toraks, abdomen og bekken;;;;
NCRP;SST0AG;MR Hals, toraks, abdomen og bekken;MR Hals, toraks, abdomen og bekken;;;;
NCRP;SST0AK;UL Hals, toraks, abdomen og bekken;UL Hals, toraks, abdomen og bekken;;;;
NCRP;SST0AP;CTANG angiografi av hals, toraks, abdomen og bekken;CTANG angiografi av  hals, toraks, abdomen og bekken;;;1;
NCRP;SST0AQ;MRANG angiografi av hals, toraks, abdomen og bekken;MRANG angiografi av  hals, toraks, abdomen og bekken;;;1;
NCRP;SSU0AB;RGA Arteriografi av hele aorta, bekken- og underekstremitetsarterier;RGA Arteriografi av hele aorta+bekken+underekstremitetsart.;;;;
NCRP;SSU0AC;RGV Venografi av toraks, abdomen, bekken og underekstremiteter;RGV Venografi av toraks, abdomen, bekken og underekstremit.;;;;
NCRP;SSU0AD;CT Toraks, abdomen, bekken og underekstremiteter;CT Toraks, abdomen, bekken og underekstremiteter;;;;
NCRP;SSU0AG;MR Toraks, abdomen, bekken og underekstremiteter;MR Toraks, abdomen, bekken og underekstremiteter;;;;
NCRP;SSU0AP;CTANG angiografi av toraks, abdomen, bekken og underekstremiteter;CTANG angiografi av toraks, abdomen, bekken og underekstr.;;;1;
NCRP;SSU0AQ;MRANG angiografi av toraks, abdomen, bekken og underekstremiteter;MRANG angiografi av toraks, abdomen, bekken og underekstr.;;;1;
NCRP;SSV0AB;RGA Arteriografi av hode, hals, bekken og hele aorta;RGA Arteriografi av hode, hals, bekken og hele aorta;;;;
NCRP;SSV0AC;RGV Venografi av hode, hals, toraks, abdomen og bekken;RGV Venografi av hode, hals, toraks, abdomen og bekken;;;;
NCRP;SSV0AD;CT Hode, hals, toraks, abdomen og bekken;CT Hode, hals, toraks, abdomen og bekken;;;;
NCRP;SSV0AG;MR Hode, hals, toraks, abdomen og bekken;MR Hode, hals, toraks, abdomen og bekken;;;;
NCRP;SSV0AP;CTANG angiografi av hode, hals, toraks, abdomen og bekken;CTANG angiografi av hode, hals, toraks, abdomen og bekken;;;1;
NCRP;SSV0AQ;MRANG angiografi av hode, hals, toraks, abdomen og bekken;MRANG angiografi av hode, hals, toraks, abdomen og bekken;;;1;
NCRP;SSW0AB;RGA Arteriografi av hals, toraks, abdomen, bekken og underekstremiteter;RGA Arteriografi av hals, toraks, abdomen,bekken og undereks;;;;
NCRP;SSW0AC;RGV Venografi av hals, toraks, abdomen, bekken og underekstremiteter;RGV Venografi av hals, toraks, abdomen, bekken og underekst.;;;;
NCRP;SSW0AD;CT Hals, toraks, abdomen, bekken og underekstremiteter;CT Hals, toraks, abdomen, bekken og underekstremiteter;;;;
NCRP;SSW0AG;MR Hals, toraks, abdomen, bekken og underekstremiteter;MR Hals, toraks, abdomen, bekken og underekstremiteter;;;;
NCRP;SSW0AP;CTANG angiografi av hals, toraks, abdomen, bekken og underekstremiteter;CTANG angiografi av hals,toraks,abdomen,bekken og undereks.;;;1;
NCRP;SSW0AQ;MRANG angiografi av hals, toraks, abdomen, bekken og underekstremiteter;MRANG angiografi av hals,toraks,abdomen,bekken og undereks.;;;1;
NCRP;SSX0AD;CT Hode, toraks, abdomen og bekken;CT Hode, toraks, abdomen og bekken;;;1;1
NCRP;SSY0AA;RG Helkropp;RG Helkropp;;;;
NCRP;SSY0AB;RGA Arteriografi av hode, hals, toraks, abdomen, bekken og underekstremiteter (Helkropp);RGA Arteriografi Hode+hals+toraks+abd+bekken+ux (Helkropp);;;;
NCRP;SSY0AC;RGV Venografi av hode, hals, toraks, abdomen, bekken og underekstremiteter (Helkropp);RGV Venografi Hode+hals+toraks+abdomen+bekken+ux (Helkropp);;;;
NCRP;SSY0AD;CT Hode, hals, toraks, abdomen, bekken og underekstremiteter (Helkropp);CT Hode+hals+toraks+abdomen+bekken+undereks (Helkropp);;;;
NCRP;SSY0AG;MR Hode, hals, toraks, abdomen, bekken og underekstremiteter (Helkropp);MR Hode+hals+toraks+abdomen+bekken+undereks (Helkropp);;;;
NCRP;SSY0AP;CTANG angiografi av hode, hals, toraks, abdomen, bekken og underekstremiteter;CTANG angiografi av hode,hals,toraks,abd.,bekken og undereks;;;1;
NCRP;SSY0AQ;MRANG angiografi av hode, hals, toraks, abdomen, bekken og underekstremiteter;MRANG angiografi hode,hals,toraks,abdomen,bekken og undereks;;;1;
NCRP;SSY0KA;RG Shuntoversikt;RG Shuntoversikt;;;;
NCRP;SSZ0AA;RG Abscessografi;RG Abscessografi;;;;
NCRP;SSZ0BA;RG Loopografi;RG Loopografi;;;;
NCRP;SSZ0CA;RG Fistulografi;RG Fistulografi;;;;
NCRP;SSZ0DA;RG Scoutbilde;RG Scoutbilde;;;;
NCRP;SSZ0DD;CT Scoutbilde;CT Scoutbilde;;;;
NCRP;SSZ0XA;RG Gjennomlysning, uspesifisert;RG Gjennomlysning, uspesifisert;;;;
NCRP;SSZ0XB;RGA Arteriografi av uspesifiserte arterier;RGA Arteriografi av uspesifiserte arterier;;;;
NCRP;SSZ0XC;RGV Venografi av uspesifiserte vener;RGV Venografi av uspesifiserte vener;;;;
NCRP;SSZ0XD;CT Uspesifisert;CT Uspesifisert;;;;
NCRP;SSZ0XG;MR Uspesifisert;MR Uspesifisert;;;;
NCRP;SSZ0XP;CTANG angiografi av uspesifiserte arterier og vener;CTANG angiografi av uspesifiserte arterier og vener;;;1;
NCRP;SSZ0XQ;MRANG angiografi av uspesifiserte arterier og vener;MRANG angiografi av uspesifiserte arterier og vener;;;1;
NCRP;SXG0AK;Intrapleural ultralydundersøkelse;Intrapleural ultralydundersøkelse;;;;
NCRP;SXG0BK;Torakoskopisk ultralydundersøkelse;Torakoskopisk ultralydundersøkelse;;;;
NCRP;SXG0CK;Bronkoskopisk ultralydundersøkelse;Bronkoskopisk ultralydundersøkelse;;;;
NCRP;SXG0WK;Annen peroperativ intratorakal ultralydundersøkelse;Annen peroperativ intratorakal ultralydundersøkelse;;;;
NCRP;SXJ0AA;Peroperativ kolangiografi;Peroperativ kolangiografi;;;;
NCRP;SXJ0AK;Transøsofageal ultralydundersøkelse;Transøsofageal ultralydundersøkelse;;;;
NCRP;SXJ0BA;Laparoskopisk kolangiografi;Laparoskopisk kolangiografi;;;;
NCRP;SXJ0BK;Peroperativ abdominal ultralydundersøkelse;Peroperativ abdominal ultralydundersøkelse;;;;
NCRP;SXJ0CK;Laparoskopisk ultralydundersøkelse;Laparoskopisk ultralydundersøkelse;;;;
NCRP;SXJ0DK;Peroral endoskopisk ultralydundersøkelse;Peroral endoskopisk ultralydundersøkelse;;;;
NCRP;SXJ0EK;Ultralydundersøkelse gjennom intestinalt stoma;Ultralydundersøkelse gjennom intestinalt stoma;;;;
NCRP;SXJ0FK;Endoskopisk ultralydundersøkelse gjennom intestinalt stoma;Endoskopisk ultralydundersøkelse gjennom intestinalt stoma;;;;
NCRP;SXJ0GK;Transrektal endoskopisk ultralydundersøkelse;Transrektal endoskopisk ultralydundersøkelse;;;;
NCRP;SXJ0HK;Transanal ultralydundersøkelse;Transanal ultralydundersøkelse;;;;
NCRP;SXP0BB;Peroperativ angiografi ved perifer karkirurgi;Peroperativ angiografi ved perifer karkirurgi;;;;
NCRP;TAA0AL;PET/CT-18F FDG Hode (hjerne);PET/CT-18F FDG Hode (hjerne);;;;
NCRP;TAA0AM;PET/MR-18F FDG Hode (hjerne);PET/MR-18F FDG Hode (hjerne);;;;
NCRP;TAA0AN;NM Hjerneperfusjonscintigrafi (rCBF);NM Hjerneperfusjonscintigrafi (rCBF);;;;
NCRP;TAA0BL;PET/CT-18F FACBC Hode (hjerne);PET/CT-18F FACBC Hode (hjerne);;;;
NCRP;TAA0BM;PET/MR-18F FACBC Hode (hjerne);PET/MR-18F FACBC Hode (hjerne);;;;
NCRP;TAA0BN;NM Cisternografi;NM Cisternografi;;;;
NCRP;TAA0CL;PET/CT-18F flutemetamol Hode (hjerne);PET/CT-18F flutemetamol Hode (hjerne);;;;
NCRP;TAA0CM;PET/MR-18F flutemetamol Hode (hjerne);PET/MR-18F flutemetamol Hode (hjerne);;;;
NCRP;TAA0CN;NM Dopamin transport ligand scintigrafi;NM Dopamin transport ligand scintigrafi;;;;
NCRP;TAA0DL;PET/CT-18F NaF Hode (hjerne);PET/CT-18F NaF Hode (hjerne);;;;
NCRP;TAA0DM;PET/MR-18F NaF Hode (hjerne);PET/MR-18F NaF Hode (hjerne);;;;
NCRP;TAA0DN;NM Dopamin D2-reseptor ligand scintigrafi;NM Dopamin D2-reseptor ligand scintigrafi;;;;
NCRP;TAA0EL;PET/CT-18F DOPA Hode (hjerne);PET/CT-18F DOPA Hode (hjerne);;;;
NCRP;TAA0EM;PET/MR-18F DOPA Hode (hjerne);PET/MR-18F DOPA Hode (hjerne);;;;
NCRP;TAA0EN;NM Shuntundersøkelse;NM Shuntundersøkelse;;;;
NCRP;TAA0FL;PET/CT-68Ga DotaX Hode (hjerne);PET/CT-68Ga DotaX Hode (hjerne);;;;
NCRP;TAA0FM;PET/MR-68Ga DotaX Hode (hjerne);PET/MR-68Ga DotaX Hode (hjerne);;;;
NCRP;TAA0GL;PET/CT-64Cu DotaX Hode (hjerne);PET/CT-64Cu DotaX Hode (hjerne);;;;
NCRP;TAA0GM;PET/MR-64Cu DotaX Hode (hjerne);PET/MR-64Cu DotaX Hode (hjerne);;;;
NCRP;TAA0WL;PET/CT Hode, annet spesifisert radiofarmakum;PET/CT Hode, annet spesifisert radiofarmakum;;;1;1
NCRP;TAA0WM;PET/MR Hode, annet spesifisert radiofarmakum;PET/MR Hode, annet spesifisert radiofarmakum;;;1;1
NCRP;TBA0AN;NM Tyreoideascintigrafi;NM Tyreoideascintigrafi;;;;
NCRP;TBA0BN;NM Jodopptaksmåling;NM Jodopptaksmåling;;;;
NCRP;TBA0CN;NM Perklorat test;NM Perklorat test;;;;
NCRP;TBA0CT;NTP Radionuklidterapi ved godartet tyreoidealidelse;NTP Radionuklidterapi ved godartet tyreoidealidelse;;;;
NCRP;TBB0AN;NM Paratyreoideascintigrafi;NM Paratyreoideascintigrafi;;;;
NCRP;TBC0AN;NM Binyremargscintigrafi (MIBG);NM Binyremargscintigrafi (MIBG);;;;
NCRP;TBC0BN;NM Binyrebarkscintigrafi;NM Binyrebarkscintigrafi;;;;
NCRP;TCC0AN;NM Tåreveiscintigrafi;NM Tåreveiscintigrafi;;;;
NCRP;TEL0AN;NM Spyttkjertelscintigrafi;NM Spyttkjertelscintigrafi;;;;
NCRP;TFY0AN;NM Myokardscintigrafi, hvile;NM Myokardscintigrafi, hvile;;;;
NCRP;TFY0BN;NM Firstpass radionukleotid angiografi;NM Firstpass radionukleotid angiografi;;;;
NCRP;TFY0CN;NM EKG-styrt ventrikulografi (MUGA);NM EKG-styrt ventrikulografi (MUGA);;;;
NCRP;TFY0DN;NM Myokardscintigrafi, belastning;NM Myokardscintigrafi, belastning;;;;
NCRP;TGD0AN;NM Lungeventilasjonsscintigrafi;NM Lungeventilasjonsscintigrafi;;;;
NCRP;TGD0BN;NM Lungeperfusjonsscintigrafi;NM Lungeperfusjonsscintigrafi;;;;
NCRP;TGD0CN;NM Depreotide-scintigrafi;NM Depreotide-scintigrafi;;;;
NCRP;THA0AN;NM Mammoscintigrafi;NM Mammoscintigrafi;;K;;
NCRP;TJC0AN;NM Øsofagusscintigrafi;NM Øsofagusscintigrafi;;;;
NCRP;TJD0AN;NM Ventrikkelscintigrafi;NM Ventrikkelscintigrafi;;;;
NCRP;TJJ0AN;NM Leverscintigrafi;NM Leverscintigrafi;;;;
NCRP;TJJ0BN;NM Leverarterieperfusjonsscintigrafi;NM Leverarterieperfusjonsscintigrafi;;;;
NCRP;TJJ0RT;NTP Radionuklidterapi av maligne levertumores via leverarterier;NTP Radionuklidterapi av malign levertumor via leverarterier;;;;
NCRP;TJK0AN;NM Galleveisscintigrafi;NM Galleveisscintigrafi;;;;
NCRP;TJK0BN;NM Gallesyreabsorbsjon;NM Gallesyreabsorbsjon;;;;
NCRP;TJM0AN;NM Miltscintigrafi;NM Miltscintigrafi;;;;
NCRP;TJX0AN;NM Blødningsscintigrafi;NM Blødningsscintigrafi;;;;
NCRP;TJX0BN;NM Meckels divertikkel scintigrafi;NM Meckels divertikkel scintigrafi;;;;
NCRP;TJX0CN;NM Måling av gastrointestinalt proteintap;NM Måling av gastrointestinalt proteintap;;;;
NCRP;TJX0DN;NM Bestemmelse av fettresorbsjon;NM Bestemmelse av fettresorbsjon;;;;
NCRP;TKA0AN;NM Nyrescintigrafi (DMSA);NM Nyrescintigrafi (DMSA);;;;
NCRP;TKA0BN;NM Renografi;NM Renografi;;;;
NCRP;TKA0CN;NM Renografi, hypertensjon (Kaptopril);NM Renografi, hypertensjon (Kaptopril);;;;
NCRP;TKA0DN;NM Renografi, diurese;NM Renografi, diurese;;;;
NCRP;TKA0EN;NM Måling av GFR ved bruk av gammakamera;NM Måling av GFR ved bruk av gammakamera;;;;
NCRP;TKA0FN;NM Måling av GFR ved blodprøve;NM Måling av GFR ved blodprøve;;;;
NCRP;TKC0AN;NM Direkte miksjonscystografi;NM Direkte miksjonscystografi;;;;
NCRP;TKC0BN;NM Indirekte miksjonscystografi;NM Indirekte miksjonscystografi;;;;
NCRP;TKF0AN;NM Testisperfusjonscintigrafi;NM Testisperfusjonscintigrafi;;;;
NCRP;TNB0AT;NTP Synoviortese av skulderledd med radioaktive isotoper;NTP Synoviortese av skulderledd med radioaktive isotoper;;;;
NCRP;TNC0AT;NTP Synoviortese av albueledd med radioaktive isotoper;NTP Synoviortese av albueledd med radioaktive isotoper;;;;
NCRP;TND0AT;NTP Synoviortese med radioaktive isotoper, fingerledd;NTP Synoviortese med radioaktive isotoper, fingerledd;;;;
NCRP;TND0BT;NTP Synoviortese med radioaktive isotoper, karpo-metakarpalledd;NTP Synoviortese med radioakt isotoper, karpo-metakarpalledd;;;;
NCRP;TNF0AT;NTP Synoviortese av hofteledd med radioaktive isotoper;NTP Synoviortese av hofteledd med radioaktive isotoper;;;;
NCRP;TNG0AT;NTP Synoviortese av kneledd med radioaktive isotoper;NTP Synoviortese av kneledd med radioaktive isotoper;;;;
NCRP;TNH0AT;NTP Synoviortese av ankelledd med radioaktive isotoper;NTP Synoviortese av ankelledd med radioaktive isotoper;;;;
NCRP;TNH0BT;NTP Synoviortese av tarsalledd med radioaktive isotoper;NTP Synoviortese av tarsalledd med radioaktive isotoper;;;;
NCRP;TNH0CT;NTP Synoviortese av tåledd med radioaktive isotoper;NTP Synoviortese av tåledd med radioaktive isotoper;;;;
NCRP;TNX0XT;NTP Synoviortese av andre ledd med radioaktive isotoper;NTP Synoviortese av andre ledd med radioaktive isotoper;;;;
NCRP;TPJ0AN;NM Lymfescintigrafi overekstremitet;NM Lymfescintigrafi overekstremitet;;;;
NCRP;TPJ0BN;NM Lymfescintigrafi underekstremitet;NM Lymfescintigrafi underekstremitet;;;;
NCRP;TPJ0CN;NM Vaktpostlymfeknute ved malignt melanom;NM Vaktpostlymfeknute ved malignt melanom;;;;
NCRP;TPJ0DN;NM Vaktpostlymfeknute ved cancer mamma;NM Vaktpostlymfeknute ved cancer mamma;;K;;
NCRP;TPJ0EN;NM Vaktpostlymfeknute ved cancer penis;NM Vaktpostlymfeknute ved cancer penis;;M;;
NCRP;TPJ0FN;NM Vaktpostlymfeknute ved cancer vulva;NM Vaktpostlymfeknute ved cancer vulva;;K;;
NCRP;TPJ0GN;NM Lymfelekkasjescintigrafi;NM Lymfelekkasjescintigrafi;;;;
NCRP;TRE0AN;NM Merking av erytrocytter;NM Merking av erytrocytter;;;;
NCRP;TRE0BN;NM Bestemmelse av erytrocytters levetid;NM Bestemmelse av erytrocytters levetid;;;;
NCRP;TRL0AN;NM Leukocyttscintigrafi;NM Leukocyttscintigrafi;;;;
NCRP;TRX0AN;NM Bestemmelse av blodvolum;NM Bestemmelse av blodvolum;;;;
NCRP;TSC0AL;PET/CT-18F FDG Toraks (hjerte);PET/CT-18F FDG Toraks (hjerte);;;;
NCRP;TSC0AM;PET/MR-18F FDG Toraks (hjerte);PET/MR-18F FDG Toraks (hjerte);;;;
NCRP;TSC0BL;PET/CT-18F FACBC Toraks (hjerte);PET/CT-18F FACBC Toraks (hjerte);;;;
NCRP;TSC0BM;PET/MR-18F FACBC Toraks (hjerte);PET/MR-18F FACBC Toraks (hjerte);;;;
NCRP;TSC0CL;PET/CT-18F flutemetamol Toraks (hjerte);PET/CT-18F flutemetamol Toraks (hjerte);;;;
NCRP;TSC0CM;PET/MR-18F flutemetamol Toraks (hjerte);PET/MR-18F flutemetamol Toraks (hjerte);;;;
NCRP;TSC0DL;PET/CT-18F NaF Toraks (hjerte);PET/CT-18F NaF Toraks (hjerte);;;;
NCRP;TSC0DM;PET/MR-18F NaF Toraks (hjerte);PET/MR-18F NaF Toraks (hjerte);;;;
NCRP;TSC0EL;PET/CT-18F DOPA Toraks (hjerte);PET/CT-18F DOPA Toraks (hjerte);;;;
NCRP;TSC0EM;PET/MR-18F DOPA Toraks (hjerte);PET/MR-18F DOPA Toraks (hjerte);;;;
NCRP;TSC0FL;PET/CT-68Ga DotaX Toraks (hjerte);PET/CT-68Ga DotaX Toraks (hjerte);;;;
NCRP;TSC0FM;PET/MR-68Ga DotaX Toraks (hjerte);PET/MR-68Ga DotaX Toraks (hjerte);;;;
NCRP;TSC0GL;PET/CT-64Cu DotaX Toraks (hjerte);PET/CT-64Cu DotaX Toraks (hjerte);;;;
NCRP;TSC0GM;PET/MR-64Cu DotaX Toraks (hjerte);PET/MR-64Cu DotaX Toraks (hjerte);;;;
NCRP;TSC0WL;PET/CT Toraks, annet spesifisert radiofarmakum;PET/CT Toraks, annet spesifisert radiofarmakum;;;1;1
NCRP;TSC0WM;PET/MR Toraks, annet spesifisert radiofarmakum;PET/MR Toraks, annet spesifisert radiofarmakum;;;1;1
NCRP;TSJ0AL;PET/CT-18F FDG Hals og toraks;PET/CT-18F FDG Hals og toraks;;;;
NCRP;TSJ0AM;PET/MR-18F FDG Hals og toraks;PET/MR-18F FDG Hals og toraks;;;;
NCRP;TSJ0BL;PET/CT-18F FACBC Hals og toraks;PET/CT-18F FACBC Hals og toraks;;;;
NCRP;TSJ0BM;PET/MR-18F FACBC Hals og toraks;PET/MR-18F FACBC Hals og toraks;;;;
NCRP;TSJ0CL;PET/CT-18F flutemetamol Hals og toraks;PET/CT-18F flutemetamol Hals og toraks;;;;
NCRP;TSJ0CM;PET/MR-18F flutemetamol Hals og toraks;PET/MR-18F flutemetamol Hals og toraks;;;;
NCRP;TSJ0DL;PET/CT-18F NaF Hals og toraks;PET/CT-18F NaF Hals og toraks;;;;
NCRP;TSJ0DM;PET/MR-18F NaF Hals og toraks;PET/MR-18F NaF Hals og toraks;;;;
NCRP;TSJ0EL;PET/CT-18F DOPA Hals og toraks;PET/CT-18F DOPA Hals og toraks;;;;
NCRP;TSJ0EM;PET/MR-18F DOPA Hals og toraks;PET/MR-18F DOPA Hals og toraks;;;;
NCRP;TSJ0FL;PET/CT-68Ga DotaX Hals og toraks;PET/CT-68Ga DotaX Hals og toraks;;;;
NCRP;TSJ0FM;PET/MR-68Ga DotaX Hals og toraks;PET/MR-68Ga DotaX Hals og toraks;;;;
NCRP;TSJ0GL;PET/CT-64Cu DotaX Hals og toraks;PET/CT-64Cu DotaX Hals og toraks;;;;
NCRP;TSJ0GM;PET/MR-64Cu DotaX Hals og toraks;PET/MR-64Cu DotaX Hals og toraks;;;;
NCRP;TSJ0WL;PET/CT Hals og toraks, annet spesifisert radiofarmakum;PET/CT Hals og toraks, annet spesifisert radiofarmakum;;;1;1
NCRP;TSJWM;PET/MR Hals og toraks, annet spesifisert radiofarmakum;PET/MR Hals og toraks, annet spesifisert radiofarmakum;;;1;1
NCRP;TSL0AL;PET/CT-18F FDG Abdomen og bekken;PET/CT-18F FDG Abdomen og bekken;;;;
NCRP;TSL0AM;PET/MR-18F FDG Abdomen og bekken;PET/MR-18F FDG Abdomen og bekken;;;;
NCRP;TSL0BL;PET/CT-18F FACBC Abdomen og bekken;PET/CT-18F FACBC Abdomen og bekken;;;;
NCRP;TSL0BM;PET/MR-18F FACBC Abdomen og bekken;PET/MR-18F FACBC Abdomen og bekken;;;;
NCRP;TSL0CL;PET/CT-18F flutemetamol Abdomen og bekken;PET/CT-18F flutemetamol Abdomen og bekken;;;;
NCRP;TSL0CM;PET/MR-18F flutemetamol Abdomen og bekken;PET/MR-18F flutemetamol Abdomen og bekken;;;;
NCRP;TSL0DL;PET/CT-18F NaF Abdomen og bekken;PET/CT-18F NaF Abdomen og bekken;;;;
NCRP;TSL0DM;PET/MR-18F NaF Abdomen og bekken;PET/MR-18F NaF Abdomen og bekken;;;;
NCRP;TSL0EL;PET/CT-18F DOPA Abdomen og bekken;PET/CT-18F DOPA Abdomen og bekken;;;;
NCRP;TSL0EM;PET/MR-18F DOPA Abdomen og bekken;PET/MR-18F DOPA Abdomen og bekken;;;;
NCRP;TSL0FL;PET/CT-68Ga DotaX Abdomen og bekken;PET/CT-68Ga DotaX Abdomen og bekken;;;;
NCRP;TSL0FM;PET/MR-68Ga DotaX Abdomen og bekken;PET/MR-68Ga DotaX Abdomen og bekken;;;;
NCRP;TSL0GL;PET/CT-64Cu DotaX Abdomen og bekken;PET/CT-64Cu DotaX Abdomen og bekken;;;;
NCRP;TSL0GM;PET/MR-64Cu DotaX Abdomen og bekken;PET/MR-64Cu DotaX Abdomen og bekken;;;;
NCRP;TSL0WL;PET/CT Abdomen og bekken, annet spesifisert radiofarmakum;PET/CT Abdomen og bekken, annet spesifisert radiofarmakum;;;1;1
NCRP;TSL0WM;PET/MR Abdomen og bekken, annet spesifisert radiofarmakum;PET/MR Abdomen og bekken, annet spesifisert radiofarmakum;;;1;1
NCRP;TST0AL;PET/CT-18F FDG Skallebasis - lår;PET/CT-18F FDG Skallebasis - lår;;;;
NCRP;TST0AM;PET/MR-18F FDG Skallebasis - lår;PET/MR-18F FDG Skallebasis - lår;;;;
NCRP;TST0BL;PET/CT-18F FACBC Skallebasis - lår;PET/CT-18F FACBC Skallebasis - lår;;;;
NCRP;TST0BM;PET/MR-18F FACBC Skallebasis - lår;PET/MR-18F FACBC Skallebasis - lår;;;;
NCRP;TST0CL;PET/CT-18F flutemetamol Skallebasis - lår;PET/CT-18F flutemetamol Skallebasis - lår;;;;
NCRP;TST0CM;PET/MR-18F flutemetamol Skallebasis - lår;PET/MR-18F flutemetamol Skallebasis - lår;;;;
